[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.18722338  0.29766952  0.32366745  0.96011731  0.51057155  0.45751374
  0.9324602  -0.01628324 -0.19168561  0.67402085  0.47392427 -0.01015961]",1
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.25029923  0.36074537  0.2605916   1.02319317  0.44749569  0.39443789
  0.86938434 -0.0793591  -0.12860976  0.73709671  0.53700012 -0.07323547]",2
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.4899794   0.12106521  0.02091143  1.26287333  0.68717586  0.15475772
  1.10906451 -0.31903926 -0.36828992  0.97677687  0.29731996 -0.31291563]",3
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.01071526  0.60032934 -0.4583527   0.7836092   1.16643999 -0.32450641
  0.62980037 -0.79830339 -0.84755405  0.49751274 -0.18194417  0.1663485 ]",4
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.18789805  0.77751213 -0.63553549  0.96079199  1.34362278 -0.5016892
  0.45261759 -0.97548618 -0.67037126  0.32032995 -0.00476138  0.34353129]",5
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.38648645  0.57892373 -0.43694709  1.15938039  1.14503438 -0.3031008
  0.65120598 -1.17407458 -0.47178287  0.51891835  0.19382701  0.14494289]",6
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.69726163  0.26814856 -0.12617191  0.84860521  0.8342592   0.00767438
  0.3404308  -1.48484976 -0.16100769  0.82969352  0.50460219 -0.16583229]",7
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.13106347  1.09647366  0.70215319  0.02028011  1.6625843  -0.82065072
  1.1687559  -2.31317486 -0.98933279  1.65801862  1.33292729 -0.99415739]",8
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.2498644   1.47740153  1.08308106  0.40120798  1.28165643 -0.43972285
  0.78782803 -2.69410273 -1.37026066  2.0389465   1.71385517 -1.37508526]",9
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.43150146  2.15876739  0.4017152   1.08257385  0.60029056  0.24164302
  1.46919389 -2.01273687 -2.05162653  2.72031236  2.39522103 -0.6937194 ]",10
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-1.06778789  1.52248096  1.03800163  0.44628742  1.23657699  0.87792944
  2.10548032 -2.6490233  -1.4153401   3.35659879  1.7589346  -1.33000583]",11
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-1.45878019  1.13148866  0.64700933  0.83727972  0.84558469  1.26892175
  1.71448802 -2.258031   -1.8063324   3.74759109  1.3679423  -1.72099813]",12
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-1.42835927  1.16190958  0.67743025  0.8068588   0.81516377  1.29934267
  1.74490894 -2.22761008 -1.77591148  3.71717017  1.33752138 -1.75141905]",13
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.94762822  0.68117853  0.1966992   1.28758985  0.33443272  1.78007372
  2.22563999 -1.74687903 -2.25664253  3.23643913  0.85679033 -2.2321501 ]",14
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-1.46436643  1.19791674  0.71343741  0.77085164 -0.18230549  2.29681192
  1.70890178 -1.23014082 -2.77338074  2.71970092  1.37352854 -1.71541189]",15
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-1.16156871  1.50071446  1.01623513  1.07364936  0.12049224  1.9940142
  2.0116995  -0.9273431  -3.07617846  3.02249864  1.07073082 -1.41261417]",16
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-1.53763745  1.8767832   0.64016638  0.69758062 -0.25557651  2.37008295
  2.38776824 -0.55127436 -2.70010971  3.39856738  0.69466207 -1.78868292]",17
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-1.80975845  2.1489042   0.36804539  0.96970161 -0.5276975   2.09796195
  2.65988924 -0.82339535 -2.97223071  3.12644639  0.42254108 -2.06080391]",18
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.48414839  0.82329414  1.69365545 -0.35590845  0.79791256  0.77235189
  3.9854993  -2.14900541 -4.29784077  4.45205645 -0.90306898 -3.38641397]",19
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.14884772  1.15859481  2.02895612 -0.69120911  1.13321322  1.10765256
  3.65019863 -2.48430608 -3.9625401   4.11675578 -1.23836965 -3.72171464]",20
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.62010872  1.62985581  2.50021712 -0.21994811  0.66195222  1.57891356
  4.12145963 -2.95556708 -4.4338011   3.64549478 -0.76710865 -3.25045364]",21
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.95769581  1.9674429   2.83780421 -0.5575352   0.99953931  1.24132647
  4.45904672 -2.61797999 -4.77138819  3.98308187 -0.42952156 -2.91286655]",22
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.31842426  1.32817135  3.47707576  0.08173635  1.63881086  1.88059802
  5.09831827 -3.25725154 -4.13211664  3.34381032 -1.06879311 -2.273595  ]",23
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.03269448  1.61390113  3.19134598 -0.20399344  1.92454065  1.59486824
  5.38404805 -3.54298132 -4.41784642  3.6295401  -0.78306333 -1.98786522]",24
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.08913676  1.55745885  3.1349037  -0.26043571  1.98098292  1.65131051
  5.32760578 -3.48653904 -4.4742887   3.68598238 -0.83950561 -2.0443075 ]",25
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.30519767  1.34139794  3.35096461 -0.0443748   1.76492201  1.4352496
  5.11154486 -3.70259996 -4.69034962  3.90204329 -0.62344469 -2.26036841]",26
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.2770498   1.31325006  3.32281674 -0.07252268  1.79306989  1.46339748
  5.08339699 -3.73074783 -4.71849749  3.87389542 -0.59529682 -2.28851629]",27
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-1.99550915e-01  1.23575118e+00  3.24531786e+00  4.97620323e-03
  1.87056877e+00  1.54089636e+00  5.16089587e+00 -3.80824671e+00
 -4.64099861e+00  3.95139430e+00 -5.17797937e-01 -2.21101741e+00]",28
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.19011387  1.24518823  3.2547549   0.01441325  1.86113172  1.5503334
  5.15145882 -3.81768376 -4.63156157  3.96083134 -0.52723498 -2.22045445]",29
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.11982404  1.31547805  3.32504473  0.08470307  1.93142155  1.62062323
  5.22174865 -3.74739393 -4.7018514   3.89054151 -0.59752481 -2.29074428]",30
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[-0.09627616  1.33902594  3.34859261  0.10825096  1.95496943  1.59707535
  5.19820077 -3.77094181 -4.67830351  3.91408939 -0.57397692 -2.31429216]",31
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.06483207  1.1779177   3.50970084 -0.05285728  2.11607767  1.43596711
  5.03709253 -3.93205005 -4.51719528  3.75298116 -0.73508516 -2.15318392]",32
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.42989304  0.81285673  3.14463988 -0.41791825  2.48113864  1.07090614
  5.4021535  -4.29711101 -4.15213431  4.11804213 -0.37002419 -2.51824489]",33
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 6.55241678e-02  1.17722561e+00  3.50900875e+00 -7.82287119e-01
  2.11676976e+00  1.43527502e+00  5.76652237e+00 -4.66147989e+00
 -3.78776544e+00  4.48241100e+00 -5.65532011e-03 -2.88261376e+00]",34
