v,m,t
"[[3.04253080e-04 5.51448819e-05 1.04676960e-03 6.77884972e-05
  7.60746531e-02 2.97673025e-32 2.19137586e-32 2.68269871e-34
  2.68832122e-08 1.98683038e-04 2.31164108e-33 1.61669783e-32
  2.39752529e-32 1.96848421e-01 1.89066616e-02 4.88326669e-36
  6.25228017e-33 2.58951300e-33 0.00000000e+00 4.63261168e-33]]","[[ 1.74428518e-02  7.42596000e-03  3.23538190e-02  8.23337702e-03
  -2.75816339e-01 -1.72532033e-16  1.48032965e-16  1.63789460e-17
  -1.63961008e-04 -1.40954971e-02 -4.80795287e-17  1.27149433e-16
  -1.54839442e-16 -4.43676031e-01  1.37501497e-01 -2.20981146e-18
  -7.90713613e-17 -5.08872577e-17  0.00000000e+00  6.80632917e-17]]",1
"[[6.17559374e-04 1.09831181e-04 2.04320071e-03 1.31320161e-04
  1.51188421e-01 6.76195815e-32 2.78382980e-32 4.96714010e-33
  6.35912396e-08 3.75434965e-04 2.29686845e-33 2.83043400e-32
  2.42281515e-32 3.91557731e-01 3.70102302e-02 3.20689093e-33
  6.18975737e-33 4.76617481e-33 0.00000000e+00 4.58628556e-33]]","[[ 3.34847643e-02  1.41155742e-02  6.08501059e-02  1.54231254e-02
  -5.23687994e-01  4.00412969e-17  5.48480568e-17  8.33089223e-17
  -3.39858588e-04 -2.60552689e-02 -4.61601367e-17  2.25335488e-16
  -1.61551244e-16 -8.42792131e-01  2.59001616e-01 -5.85755469e-17
  -7.11642251e-17 -9.27299387e-17  0.00000000e+00  6.12569626e-17]]",2
"[[9.39934319e-04 1.64061818e-04 2.99034001e-03 1.90737933e-04
  2.25350009e-01 6.80872817e-32 5.27118100e-32 2.87021409e-32
  1.11521184e-07 5.31448008e-04 2.34860906e-33 4.00825546e-32
  2.48953228e-32 5.84146542e-01 5.43283174e-02 2.13619567e-32
  9.71869973e-33 4.80483693e-33 0.00000000e+00 7.88374212e-33]]","[[ 4.82622509e-02  2.01423599e-02  8.58709036e-02  2.16738209e-02
  -7.46407313e-01  2.21563538e-18  2.07956741e-16 -7.92447706e-17
  -5.26249354e-04 -3.60896547e-02 -3.29006696e-17  3.12625698e-16
  -1.15238985e-16 -1.20180107e+00  3.66098407e-01  8.21416927e-17
  -4.12418508e-18 -9.27480088e-17  0.00000000e+00 -2.69017790e-18]]",3
"[[1.27138964e-03 2.17840504e-04 3.88925145e-03 2.46183761e-04
  2.98568029e-01 6.74114474e-32 5.22062339e-32 3.39247973e-32
  1.72008659e-07 6.67919656e-04 1.62845958e-32 9.08377271e-32
  3.55374485e-32 7.74633870e-01 7.08786359e-02 3.09679840e-32
  3.36174557e-32 1.15056787e-32 0.00000000e+00 7.80490470e-33]]","[[ 6.18982755e-02  2.55725382e-02  1.07760277e-01  2.70796288e-02
  -9.46487385e-01  4.23873024e-18  1.91802401e-16 -1.45547497e-16
  -7.21823305e-04 -4.43880872e-02  8.85396102e-17  5.51862111e-17
   6.45245460e-19 -1.52471102e+00  4.60231068e-01  1.73021655e-16
  -1.58618006e-16 -1.32157916e-18  0.00000000e+00 -2.42116011e-18]]",4
"[[1.61193398e-03 2.71171693e-04 4.74101553e-03 2.97798524e-04
  3.70850997e-01 6.77153076e-32 6.06535302e-32 4.22550845e-32
  2.46326200e-07 7.86052057e-04 1.71574779e-32 9.65569800e-32
  3.52734892e-32 9.63039179e-01 8.66789993e-02 5.14191946e-32
  3.43810866e-32 1.14342974e-32 0.00000000e+00 1.16089501e-32]]","[[ 7.45036131e-02  3.04657605e-02  1.26828120e-01  3.17253453e-02
  -1.12618997e+00 -2.74577290e-17  7.79154625e-17 -3.78824087e-17
  -9.25390185e-04 -5.11211896e-02  1.11868380e-16 -3.17426681e-17
   1.01418490e-17 -1.81513002e+00  5.42695897e-01  1.16330903e-17
  -1.09592891e-16  5.41932734e-18  0.00000000e+00 -6.44855003e-17]]",5
"[[1.96157349e-03 3.24060532e-04 5.54672867e-03 3.45721953e-04
  4.42207338e-01 1.60433316e-31 6.07323926e-32 6.96183694e-32
  3.35681921e-07 8.87051384e-04 6.25666486e-32 1.07535610e-31
  7.87500396e-32 1.14938242e+00 1.01747321e-01 5.09050027e-32
  3.40505893e-32 1.44909952e-32 0.00000000e+00 1.14958990e-32]]","[[ 8.61780749e-02  3.48757625e-02  1.43353582e-01  3.56873335e-02
  -1.28755063e+00  2.80894263e-16  4.39438154e-17  1.32596671e-16
  -1.13586764e-03 -5.64426629e-02 -1.12814935e-16  8.07211213e-17
  -2.00226785e-16 -2.07630611e+00  6.14660661e-01  1.04697813e-17
  -9.49848178e-17  6.11893892e-17  0.00000000e+00 -5.97800542e-17]]",6
"[[2.32031249e-03 3.76512802e-04 6.30750235e-03 3.90092563e-04
  5.12645389e-01 1.60663240e-31 6.32993551e-32 8.53452880e-32
  4.41218566e-07 9.72127148e-04 6.28852443e-32 1.50353294e-31
  1.18299615e-31 1.33368408e+00 1.16101615e-01 5.25927190e-32
  3.82151915e-32 2.10962193e-32 0.00000000e+00 1.61650440e-32]]","[[ 9.70116102e-02  3.88509522e-02  1.57588155e-01  3.90343669e-02
  -1.43240135e+00  2.95633071e-16  9.58902394e-17 -8.81564860e-18
  -1.35227097e-03 -6.04909855e-02 -1.32262291e-16  2.82155669e-16
  -3.81045027e-16 -2.31116333e+00  6.77177526e-01 -3.74468703e-17
  -1.83662344e-17  1.37229650e-16  0.00000000e+00  1.53651683e-17]]",7
"[[2.68815403e-03 4.28534859e-04 7.02446226e-03 4.31047580e-04
  5.82173395e-01 1.67222506e-31 6.74705478e-32 1.17487732e-31
  5.64013067e-07 1.04249147e-03 1.07966747e-31 1.53443005e-31
  1.41533549e-31 1.51596522e+00 1.29759992e-01 5.20667918e-32
  4.06073782e-32 2.16171019e-32 0.00000000e+00 1.60033935e-32]]","[[ 1.07085298e-01  4.24349389e-02  1.69758445e-01  4.18283881e-02
  -1.56239089e+00  1.75704404e-16  1.55613453e-16 -1.89581812e-16
  -1.57370434e-03 -6.33909424e-02  9.47637409e-17  3.21713575e-16
  -4.99199703e-16 -2.52233421e+00  7.31194703e-01 -3.37021832e-17
  -6.92016019e-17  1.50559316e-16  0.00000000e+00  1.38286515e-17]]",8
"[[3.06510051e-03 4.80133563e-04 7.69874737e-03 4.68722872e-04
  6.50799517e-01 1.72173630e-31 9.09044763e-32 1.25614371e-31
  7.05076712e-07 1.09935831e-03 1.11326867e-31 1.64620184e-31
  1.61197170e-31 1.69624754e+00 1.42740659e-01 5.15461238e-32
  4.04229114e-32 4.27697056e-32 0.00000000e+00 1.58433596e-32]]","[[ 1.16472241e-01  4.56670087e-02  1.80068673e-01  4.41251919e-02
  -1.67900315e+00  2.39517924e-16  2.95321660e-16 -7.41792654e-17
  -1.79935320e-03 -6.52550030e-02  1.51919090e-16  1.76796446e-16
  -5.94465670e-16 -2.71218900e+00  7.77566935e-01 -3.03319649e-17
  -7.71679120e-17  2.81684008e-16  0.00000000e+00  1.24457863e-17]]",9
"[[3.45115428e-03 5.31316209e-04 8.33150892e-03 5.03252887e-04
  7.18531832e-01 1.70452163e-31 1.67000226e-31 1.51985382e-31
  8.65356020e-07 1.14394260e-03 1.11423841e-31 1.77713309e-31
  1.59815595e-31 1.87455347e+00 1.55061917e-01 5.22316213e-32
  4.03188907e-32 4.26709363e-32 0.00000000e+00 1.58915985e-32]]","[[ 1.25238365e-01  4.85825522e-02  1.88702921e-01  4.59750400e-02
  -1.78357359e+00  2.15047833e-16 -1.17078833e-17  9.94528459e-17
  -2.02847786e-03 -6.61845598e-02  1.71515733e-16  3.77111720e-17
  -5.19840303e-16 -2.88286195e+00  8.17064940e-01 -6.19536200e-17
  -8.67776451e-17  2.71651973e-16  0.00000000e+00  2.55773147e-17]]",10
