v,m,t
"[[3.84631825e-03 5.82090438e-04 8.92390932e-03 5.34770584e-04
  7.85378333e-01 2.04505397e-31 1.69522699e-31 1.50828543e-31
  1.04573439e-06 1.17745942e-03 1.63857973e-31 1.79274341e-31
  1.58248936e-31 2.05090619e+00 1.66742158e-01 5.20054672e-32
  3.99157018e-32 4.22442270e-32 0.00000000e+00 1.57326825e-32]]","[[ 1.33443144e-01  5.12134486e-02  1.95827157e-01  4.74232142e-02
  -1.87730412e+00  3.82640263e-16 -7.52864183e-17  7.04546090e-17
  -2.26040811e-03 -6.62710455e-02  3.85769368e-16  9.17169144e-17
  -4.73468547e-16 -3.03627503e+00  8.50383921e-01 -7.29676191e-17
  -7.80998806e-17  2.44486775e-16  0.00000000e+00  2.30195833e-17]]",11
"[[4.25059647e-03 6.32464154e-04 9.47712110e-03 5.63407368e-04
  8.51346935e-01 2.03295036e-31 1.69096771e-31 1.52209938e-31
  1.24703465e-06 1.20112299e-03 1.62513025e-31 1.89427666e-31
  1.57976688e-31 2.22532974e+00 1.77799862e-01 1.00664236e-31
  3.95212872e-32 4.37977015e-32 0.00000000e+00 1.81762015e-32]]","[[ 1.41140251e-01  5.35884108e-02  2.01591056e-01  4.85105146e-02
  -1.96127646e+00  3.15485185e-16 -1.03385000e-16  9.65340902e-18
  -2.49453857e-03 -6.55969375e-02  3.30056763e-16  1.91843295e-16
  -4.62318941e-16 -3.17415926e+00  8.78151230e-01  1.56092132e-16
  -6.81121788e-17  2.64489384e-16  0.00000000e+00  7.17161133e-17]]",12
"[[4.66399472e-03 6.82445421e-04 9.99232564e-03 5.89293027e-04
  9.16445472e-01 2.01581976e-31 1.70663337e-31 1.50983076e-31
  1.47002247e-06 1.21614572e-03 1.66615633e-31 1.93830194e-31
  1.95225727e-31 2.39784911e+00 1.88253596e-01 1.00687474e-31
  4.13561049e-32 4.69116813e-32 0.00000000e+00 1.82934515e-32]]","[[ 1.48378140e-01  5.57332961e-02  2.06129637e-01  4.92737069e-02
  -2.03646414e+00  3.01822163e-16 -1.50121308e-16 -8.49442606e-18
  -2.73032503e-03 -6.42366628e-02  2.21369263e-16  9.33065572e-17
  -2.19036785e-16 -3.29807390e+00  9.00933270e-01  1.08391164e-16
  -1.40777618e-17  2.97638740e-16  0.00000000e+00  8.18364653e-17]]",13
"[[5.08652113e-03 7.32042359e-04 1.04707120e-02 6.12555669e-04
  9.80681707e-01 2.32243579e-31 1.74761111e-31 1.99063716e-31
  1.71541084e-06 1.22373710e-03 1.67756125e-31 1.93379672e-31
  1.97241583e-31 2.56849032e+00 1.98122006e-01 1.26118917e-31
  4.09425439e-32 5.42339095e-32 0.00000000e+00 2.39785098e-32]]","[[ 1.55200574e-01  5.76713839e-02  2.09564742e-01  4.97459261e-02
  -2.10374334e+00  4.52408923e-16 -2.11295843e-16 -2.30334162e-16
  -2.96728135e-03 -6.22574135e-02  1.46254525e-16  4.54041600e-17
  -2.60126074e-16 -3.40942374e+00  9.19241724e-01 -6.50465919e-17
  -1.26699856e-17  3.56143462e-16  0.00000000e+00 -2.95000699e-18]]",14
"[[5.51818674e-03 7.81263023e-04 1.09134756e-02 6.33321654e-04
  1.04406333e+00 2.39415414e-31 2.55360941e-31 2.07364040e-31
  1.98386555e-06 1.22510261e-03 1.99063211e-31 1.92804957e-31
  2.02210244e-31 2.73728054e+00 2.07423816e-01 1.26733511e-31
  4.08088776e-32 5.37191446e-32 0.00000000e+00 2.40624246e-32]]","[[ 1.61647101e-01  5.94236263e-02  2.12006360e-01  4.99570391e-02
  -2.16390262e+00  5.04606576e-16  9.67961791e-17 -3.08745124e-16
  -3.20497703e-03 -5.97198805e-02 -4.99876873e-17  7.77294790e-17
  -1.50800343e-16 -3.50947470e+00  9.33539158e-01 -1.01852242e-16
  -2.80089866e-17  3.15277999e-16  0.00000000e+00 -2.06466657e-17]]",15
"[[5.95900610e-03 8.30115281e-04 1.13218169e-02 6.51715540e-04
  1.10659795e+00 2.37155388e-31 3.21225488e-31 2.95695845e-31
  2.27601179e-06 1.22144248e-03 2.10048167e-31 1.93577016e-31
  2.12321690e-31 2.90424820e+00 2.16177819e-01 1.41316782e-31
  4.04225476e-32 5.35470568e-32 0.00000000e+00 2.73749231e-32]]","[[ 1.67753476e-01  6.10088721e-02  2.13553825e-01  4.99339705e-02
  -2.21765169e+00  4.42564552e-16  3.48685207e-16 -5.78545594e-16
  -3.44303541e-03 -5.66789147e-02 -1.58899357e-16  1.79939623e-17
  -2.55679230e-17 -3.59936786e+00  9.44244079e-01 -2.17566208e-16
  -2.98727116e-17  3.02857883e-16  0.00000000e+00 -7.81900756e-17]]",16
"[[6.40899788e-03 8.78606675e-04 1.16969401e-02 6.67860016e-04
  1.16829313e+00 2.34783969e-31 3.19298858e-31 2.95466860e-31
  2.59244181e-06 1.21395041e-03 2.66941613e-31 2.07478548e-31
  2.14576796e-31 3.06942308e+00 2.24402873e-01 1.42179553e-31
  4.63262621e-32 5.91481851e-32 0.00000000e+00 2.71408531e-32]]","[[ 1.73552048e-01  6.24440679e-02  2.14296890e-01  4.97009970e-02
  -2.26562928e+00  3.98675777e-16  3.49672298e-16 -5.72921038e-16
  -3.68113219e-03 -5.31841225e-02 -3.85896078e-16 -1.09651776e-16
  -8.91800268e-17 -3.68013207e+00  9.51735481e-01 -1.48102784e-16
  -1.06307981e-16  1.94235648e-16  0.00000000e+00 -7.66702172e-17]]",17
"[[6.86818542e-03 9.26744283e-04 1.20400516e-02 6.81875847e-04
  1.22915635e+00 2.84548518e-31 3.67915729e-31 3.06469448e-31
  2.93372371e-06 1.20381227e-03 2.64866440e-31 2.07852645e-31
  2.21243140e-31 3.23283645e+00 2.32117890e-01 1.43180139e-31
  4.72152617e-32 5.88324957e-32 0.00000000e+00 2.71723906e-32]]","[[ 1.79072103e-01  6.37444391e-02  2.14316697e-01  4.92800104e-02
  -2.30841028e+00  5.87089580e-16  5.42322861e-16 -6.33769771e-16
  -3.91899448e-03 -4.92804028e-02 -3.71683575e-16 -4.92004121e-17
  -1.74134877e-16 -3.75269530e+00  9.56356949e-01 -1.82510195e-16
  -1.32450302e-16  1.58205085e-16  0.00000000e+00 -5.15978530e-17]]",18
"[[7.33659734e-03 9.74534564e-04 1.23523584e-02 6.93881812e-04
  1.28919504e+00 2.91351001e-31 3.64400783e-31 3.12555339e-31
  3.30041124e-06 1.19220457e-03 2.68380907e-31 2.37119743e-31
  2.19678655e-31 3.39452118e+00 2.39341821e-01 1.56769971e-31
  4.67431091e-32 5.93970595e-32 0.00000000e+00 2.69006667e-32]]","[[ 1.84340176e-01  6.49236515e-02  2.13686645e-01  4.86907561e-02
  -2.34651209e+00  4.30156548e-16  5.00905059e-16 -4.74734104e-16
  -4.15640002e-03 -4.50084293e-02 -4.13020830e-16  1.32766583e-16
  -1.82176166e-16 -3.81789495e+00  9.58420333e-01 -2.86821948e-16
  -1.19205272e-16  1.08430361e-16  0.00000000e+00 -4.64380677e-17]]",19
"[[7.81426809e-03 1.02198321e-03 1.26350669e-02 7.03994653e-04
  1.34841656e+00 2.97664774e-31 3.65583401e-31 3.09536521e-31
  3.69305456e-06 1.18029303e-03 2.77148220e-31 2.39423539e-31
  2.18298720e-31 3.55451183e+00 2.46093645e-01 1.73089611e-31
  4.72091995e-32 6.03623449e-32 0.00000000e+00 4.02677826e-32]]","[[ 1.89380330e-01  6.59939575e-02  2.12473180e-01  4.79510461e-02
  -2.38040041e+00  2.91082146e-16  3.81340634e-16 -4.16929377e-16
  -4.39317663e-03 -4.04050858e-02 -4.78728664e-16  1.87863848e-16
  -1.92539165e-16 -3.87648695e+00  9.58209057e-01 -3.91883313e-16
  -7.67311615e-17  5.80999092e-17  0.00000000e+00 -1.58568071e-16]]",20
"[[8.30123851e-03 1.06909501e-03 1.28893809e-02 7.12329022e-04
  1.40682825e+00 3.55189111e-31 4.16076177e-31 3.39554683e-31
  4.11221164e-06 1.16923094e-03 2.86230217e-31 2.37731966e-31
  2.17017066e-31 3.71284472e+00 2.52392342e-01 1.83916906e-31
  4.67371075e-32 6.00315397e-32 0.00000000e+00 3.98651048e-32]]","[[ 1.94214405e-01  6.69663272e-02  2.10736491e-01  4.70769509e-02
  -2.41049438e+00  1.60044518e-17  5.75905110e-16 -5.57207665e-16
  -4.62920156e-03 -3.55038572e-02 -5.39729478e-16  1.95585257e-16
  -1.43263033e-16 -3.92915406e+00  9.55981065e-01 -2.40631643e-16
  -6.90580454e-17  6.88071297e-17  0.00000000e+00 -1.42711264e-16]]",21
"[[8.79755636e-03 1.11587369e-03 1.31165001e-02 7.18997429e-04
  1.46443735e+00 3.53250107e-31 5.23741943e-31 3.36167068e-31
  4.55846018e-06 1.16015749e-03 3.02181626e-31 2.42851895e-31
  2.19729957e-31 3.86955801e+00 2.58256869e-01 1.82077737e-31
  4.73747015e-32 5.98443791e-32 0.00000000e+00 4.15620938e-32]]","[[ 1.98862244e-01  6.78505667e-02  2.08531150e-01  4.60829733e-02
  -2.43717127e+00  5.45647723e-17  1.83909863e-16 -4.98670498e-16
  -4.86440078e-03 -3.03351798e-02 -3.48593448e-16  2.62613382e-16
  -1.98815640e-16 -3.97651327e+00  9.51971444e-01 -2.16568479e-16
  -2.89112258e-17  4.16002072e-17  0.00000000e+00 -8.26619753e-17]]",22
"[[9.30327682e-03 1.16232178e-03 1.33176183e-02 7.24110197e-04
  1.52125109e+00 3.49822797e-31 5.18833562e-31 3.37207552e-31
  5.03240960e-06 1.15419609e-03 3.03772795e-31 2.62038307e-31
  2.24325799e-31 4.02469166e+00 2.63706123e-01 1.82496724e-31
  4.69009544e-32 6.06291880e-32 0.00000000e+00 4.11464729e-32]]","[[ 2.03341898e-01  6.86554266e-02  2.05906671e-01  4.49822025e-02
  -2.46077065e+00  5.93645400e-17  1.83658297e-16 -3.82454712e-16
  -5.09874779e-03 -2.49267564e-02 -2.45815136e-16  3.83372217e-16
  -9.65135620e-17 -4.01912236e+00  9.46394736e-01 -2.42237772e-16
  -2.60201032e-17  2.48081521e-19  0.00000000e+00 -7.43957778e-17]]",23
"[[9.81846287e-03 1.20844057e-03 1.34939214e-02 7.27775420e-04
  1.57727666e+00 3.58223110e-31 5.23238084e-31 3.50999305e-31
  5.53471253e-06 1.15245257e-03 4.56742996e-31 2.60362533e-31
  2.22137427e-31 4.17828744e+00 2.68758897e-01 1.83952935e-31
  4.64319449e-32 6.01101197e-32 0.00000000e+00 4.76885228e-32]]","[[ 2.07669801e-01  6.93886997e-02  2.02908027e-01  4.37864547e-02
  -2.48159821e+00  1.62508519e-16  2.63235605e-16 -2.13198445e-16
  -5.33226189e-03 -1.93038359e-02  1.73744768e-16  3.14300500e-16
  -7.94536909e-17 -4.05748582e+00  9.39446967e-01 -2.75295568e-16
  -2.34180929e-17 -9.11608319e-18  0.00000000e+00 -1.50343937e-16]]",24
"[[1.03431857e-02 1.25422996e-03 1.36465854e-02 7.30098922e-04
  1.63252118e+00 3.60494230e-31 8.10100063e-31 3.48361455e-31
  6.06607537e-06 1.15601341e-03 4.63200255e-31 2.65190160e-31
  2.26798061e-31 4.33038876e+00 2.73433826e-01 2.02935932e-31
  4.59676255e-32 6.63609490e-32 0.00000000e+00 4.95484935e-32]]","[[ 2.11860935e-01  7.00573125e-02  1.99576093e-01  4.25063986e-02
  -2.49992909e+00  2.22764863e-16  7.77369590e-16 -1.62346532e-16
  -5.56500565e-03 -1.34894629e-02  2.61368810e-16  1.96665741e-16
  -1.54466194e-16 -4.09206007e+00  9.31307388e-01 -1.03465887e-16
  -2.10762836e-17 -9.09808634e-17  0.00000000e+00 -1.83650581e-16]]",25
"[[1.08775249e-02 1.29968849e-03 1.37767744e-02 7.31184223e-04
  1.68699178e+00 3.57470337e-31 8.12052140e-31 3.95513199e-31
  6.62726730e-06 1.16594410e-03 4.93466717e-31 2.79265952e-31
  2.50028883e-31 4.48104051e+00 2.77749327e-01 2.06250420e-31
  5.37956428e-32 6.75081945e-32 0.00000000e+00 5.48719104e-32]]","[[ 2.15928972e-01  7.06674091e-02  1.95948055e-01  4.11516681e-02
  -2.51601099e+00  1.76383403e-16  5.99367594e-16 -3.71134897e-16
  -5.79708145e-03 -7.50469724e-03  4.84206229e-17  4.76635819e-17
  -2.98703019e-16 -4.12325801e+00  9.22139973e-01 -1.66220927e-16
  -1.10005426e-16 -3.93286345e-17  0.00000000e+00 -8.90037963e-17]]",26
"[[1.14215688e-02 1.34481335e-03 1.38856383e-02 7.31132510e-04
  1.74069551e+00 3.56125852e-31 8.13997473e-31 4.28980098e-31
  7.21912702e-06 1.18328741e-03 4.88951229e-31 2.76510381e-31
  2.81233153e-31 4.63028878e+00 2.81723528e-01 2.08835648e-31
  5.32576864e-32 6.73147265e-32 0.00000000e+00 5.75426411e-32]]","[[ 2.19886399e-01  7.12244298e-02  1.92057760e-01  3.97309639e-02
  -2.53006691e+00  2.05970251e-16  6.39759569e-16 -5.27469153e-16
  -6.02862690e-03 -1.36880710e-03  6.40524240e-17  3.68071317e-17
  -4.52420732e-16 -4.15145313e+00  9.12094667e-01 -8.14245545e-17
  -9.90048835e-17 -1.34500680e-17  0.00000000e+00 -2.33632212e-17]]",27
"[[1.19754141e-02 1.38960041e-03 1.39743107e-02 7.30042604e-04
  1.79363943e+00 3.88082875e-31 8.55125855e-31 4.30548568e-31
  7.84256701e-06 1.20906197e-03 5.33129481e-31 3.50127298e-31
  3.27704974e-31 4.77818052e+00 2.85374190e-01 2.06747292e-31
  5.27251096e-32 7.08237652e-32 0.00000000e+00 5.69672147e-32]]","[[ 2.23744634e-01  7.17331855e-02  1.87936040e-01  3.82521448e-02
  -2.54229762e+00  3.73836170e-16  7.97748376e-16 -5.51261585e-16
  -6.25980933e-03  4.90056293e-03  2.79159629e-16  3.09499392e-16
  -6.29179002e-16 -4.17698300e+00  9.01308437e-01 -7.32820991e-17
  -8.91043952e-17 -7.67748840e-17  0.00000000e+00 -2.10268990e-17]]",28
"[[1.25391660e-02 1.43404436e-03 1.40439063e-02 7.28010944e-04
  1.84583057e+00 4.03653417e-31 8.78868880e-31 4.43895364e-31
  8.49857478e-06 1.24426089e-03 5.27823094e-31 3.48523508e-31
  3.67823457e-31 4.92476310e+00 2.88718632e-01 2.12815291e-31
  5.21978585e-32 7.32251365e-32 0.00000000e+00 5.64625715e-32]]","[[ 2.27514120e-01  7.21979269e-02  1.83610977e-01  3.67223097e-02
  -2.55288389e+00  4.75920727e-16  5.38267437e-16 -6.28997316e-16
  -6.49081931e-03  1.12872462e-02  2.56234492e-16  2.34989344e-16
  -7.74577047e-16 -4.20015247e+00  8.89906140e-01 -1.56150738e-16
  -8.01939556e-17 -1.33335283e-17  0.00000000e+00 -2.69882639e-17]]",29
"[[1.31129380e-02 1.47813885e-03 1.40955191e-02 7.25131566e-04
  1.89727592e+00 4.29613763e-31 8.90525690e-31 4.59722260e-31
  9.18821131e-06 1.28985079e-03 5.62599110e-31 4.20810503e-31
  3.64271639e-31 5.07008392e+00 2.91773655e-01 2.10687138e-31
  5.16758799e-32 8.28793176e-32 0.00000000e+00 5.59043744e-32]]","[[ 2.31204412e-01  7.26224089e-02  1.79108160e-01  3.51478706e-02
  -2.56198848e+00  2.55132582e-16  6.27428452e-16 -4.23739412e-16
  -6.72186367e-03  1.77764282e-02  4.30746615e-16 -6.37771498e-17
  -6.85875850e-16 -4.22123637e+00  8.78001255e-01 -1.40535664e-16
  -7.21745601e-17 -1.13914024e-16  0.00000000e+00 -2.17539729e-17]]",30
"[[1.36968514e-02 1.52187664e-03 1.41302204e-02 7.21496088e-04
  1.94798245e+00 4.31085434e-31 8.84240752e-31 4.55660724e-31
  9.91260691e-06 1.34677087e-03 5.57263105e-31 4.64078576e-31
  3.97583528e-31 5.21418988e+00 2.94555473e-01 2.08580266e-31
  5.88984001e-32 8.71541154e-32 0.00000000e+00 6.02146803e-32]]","[[ 2.34824253e-01  7.30099509e-02  1.74450888e-01  3.35346193e-02
  -2.56975799e+00  1.53673233e-16  6.15874658e-16 -3.58220558e-16
  -6.95315819e-03  2.43545374e-02  3.70642988e-16 -2.75289725e-16
  -4.25052457e-16 -4.24048196e+00  8.65696521e-01 -1.26482098e-16
   2.30160679e-17 -1.73962043e-16  0.00000000e+00  5.02021500e-17]]",31
"[[1.42910344e-02 1.56524978e-03 1.41490564e-02 7.17193707e-04
  1.99795713e+00 4.27262981e-31 9.13619267e-31 5.17321662e-31
  1.06729550e-05 1.41593247e-03 5.59736577e-31 4.59761759e-31
  4.02709744e-31 5.35712697e+00 2.97079651e-01 2.06494464e-31
  5.83094161e-32 8.80562184e-32 0.00000000e+00 5.96125335e-32]]","[[ 2.38381642e-01  7.33634906e-02  1.69660370e-01  3.18877854e-02
  -2.57632442e+00  1.16206090e-16  3.58785473e-16 -5.79726202e-16
  -7.18492066e-03  3.10091503e-02  4.23278763e-16 -2.65759876e-16
  -4.77951879e-16 -4.25811123e+00  8.53084511e-01 -1.13833888e-16
   2.07144611e-17 -1.98680494e-16  0.00000000e+00  4.51819350e-17]]",32
"[[1.48956222e-02 1.60824977e-03 1.41530469e-02 7.12311191e-04
  2.04720689e+00 4.27239289e-31 9.16273774e-31 5.26973697e-31
  1.14705046e-05 1.49821874e-03 6.10880961e-31 4.55522927e-31
  4.38952632e-31 5.49893981e+00 2.99361066e-01 2.12407525e-31
  5.77841230e-32 8.73862948e-32 0.00000000e+00 5.90164082e-32]]","[[ 2.41883891e-01  7.36856331e-02  1.64755890e-01  3.02120901e-02
  -2.58180665e+00  1.69769352e-16  2.14321935e-16 -3.99994593e-16
  -7.41736455e-03  3.77289072e-02  1.42745618e-16 -2.20242249e-16
  -2.29482863e-16 -4.27432286e+00  8.40248201e-01 -1.91770185e-16
   2.62457207e-17 -1.64299051e-16  0.00000000e+00  4.06637415e-17]]",33
"[[1.55107558e-02 1.65086774e-03 1.41431843e-02 7.06932888e-04
  2.09573865e+00 4.27075916e-31 9.20866950e-31 5.25650312e-31
  1.23065525e-05 1.59448463e-03 6.11754141e-31 4.54518978e-31
  4.34615058e-31 5.63967138e+00 3.01413873e-01 2.10283450e-31
  7.30307132e-32 8.88987477e-32 0.00000000e+00 6.00738549e-32]]","[[ 2.45337675e-01  7.39786922e-02  1.59754961e-01  2.85117933e-02
  -2.58631178e+00  8.86907737e-17  7.56041361e-17 -2.97175134e-16
  -7.65069368e-03  4.45034365e-02  4.49127579e-17 -2.57810642e-16
  -1.99326741e-16 -4.28929419e+00  8.27261524e-01 -1.72593167e-16
  -1.02174048e-16 -1.96719078e-16  0.00000000e+00 -3.99340464e-18]]",34
"[[1.61365812e-02 1.69309449e-03 1.41204318e-02 7.01140735e-04
  2.14355930e+00 4.36856472e-31 9.17332321e-31 5.30793109e-31
  1.31824352e-05 1.70555701e-03 6.16875381e-31 4.60931479e-31
  4.98614615e-31 5.77936264e+00 3.03251496e-01 2.49083229e-31
  7.95868175e-32 9.60640039e-32 0.00000000e+00 5.99909148e-32]]","[[ 2.48749086e-01  7.42447273e-02  1.54673469e-01  2.67907361e-02
  -2.58993627e+00 -3.87165435e-17  1.43369952e-16 -1.65480666e-16
  -7.88509831e-03  5.13232848e-02 -6.55916376e-17 -1.27350589e-16
  -4.40824186e-16 -4.30318300e+00  8.14189963e-01 -3.57577794e-16
  -6.59616392e-18 -2.66792609e-16  0.00000000e+00  1.91611207e-17]]",35
