v,m,t
"[[1.22089985e-02 6.43315736e-03 8.50636279e-07 5.86570877e-02
  2.85157255e-02 4.22634473e-03 4.63689089e-34 3.63406317e-36
  9.79660945e-34 3.99526015e-32 1.84277195e-02 2.58830358e-02
  1.40883736e-33 1.37057117e-32 3.04328318e-32 1.18388383e-33
  1.14179457e-01 8.52951962e-02 0.00000000e+00 3.74211636e-34
  2.02804541e-33 1.99892696e-35 1.31123814e-33 2.17463797e-33]]","[[-1.10494337e-01 -8.02069658e-02  9.22299452e-04 -2.42192254e-01
  -1.68865999e-01  6.50103433e-02 -2.15334412e-17  1.90632190e-18
  -3.12995359e-17  1.99881469e-16 -1.35748737e-01  1.60882056e-01
   3.75344822e-17 -1.17071396e-16 -1.74450084e-16 -3.44076130e-17
   3.37904509e-01 -2.92053413e-01  0.00000000e+00 -1.93445506e-17
  -4.50338251e-17  4.47093610e-18 -3.62110223e-17  4.66330137e-17]]",1
"[[2.43240859e-02 1.29233422e-02 5.05284261e-06 1.16754724e-01
  5.68229945e-02 8.44871766e-03 1.13130248e-33 1.37322494e-32
  9.82208247e-34 6.93804867e-32 3.68664354e-02 5.11931686e-02
  3.53871381e-33 2.43613974e-32 3.03513393e-32 3.41287535e-33
  2.26265278e-01 1.68985831e-01 0.00000000e+00 4.26604164e-34
  2.00776495e-33 1.97893769e-35 1.29985116e-33 2.15289159e-33]]","[[-2.10066680e-01 -1.53146237e-01  2.88207163e-03 -4.60221263e-01
  -3.21072350e-01  1.23813492e-01  6.54769279e-18 -1.15453639e-16
  -2.46561919e-17  3.52599463e-16 -2.58639951e-01  3.04696831e-01
   8.00840019e-17 -2.09252383e-16 -1.71932762e-16 -7.83042614e-17
   6.40607171e-01 -5.53611872e-01  0.00000000e+00 -9.91778982e-18
  -4.05304426e-17  4.02384249e-18 -3.39034651e-17  4.19697124e-17]]",2
"[[3.63418960e-02 1.94698213e-02 1.50421394e-05 1.74285395e-01
  8.49230768e-02 1.26666301e-02 6.35306815e-32 3.14977708e-32
  1.27271604e-32 6.89656795e-32 5.53096319e-02 7.59368308e-02
  4.97796102e-33 2.64395356e-32 3.07285803e-32 3.81655429e-33
  3.36278993e-01 2.51090889e-01 0.00000000e+00 4.29188419e-34
  3.17131098e-33 1.19499759e-34 1.28685265e-33 2.13136268e-33]]","[[-2.99789642e-01 -2.19536647e-01  5.76243279e-03 -6.56476287e-01
  -4.58282309e-01  1.77024822e-01  2.55714244e-16 -2.37709785e-16
   8.62288639e-17  3.34042741e-16 -3.69932293e-01  4.33147234e-01
   1.10476570e-16 -2.36511708e-16 -1.28648216e-16 -9.13976898e-17
   9.11623114e-01 -7.87724200e-01  0.00000000e+00 -6.30870366e-18
  -2.07356602e-18  1.36168710e-17 -3.05131186e-17  3.77727411e-17]]",3
"[[4.82617070e-02 2.60723527e-02 3.31991929e-05 2.31249485e-01
  1.12817098e-01 1.68799882e-02 6.45078750e-32 1.20481291e-31
  2.39126718e-32 7.81902924e-32 7.37556539e-02 1.00119570e-01
  8.07873090e-32 4.05421471e-32 3.65368940e-32 1.40589162e-32
  4.44239796e-01 3.31626110e-01 0.00000000e+00 1.82623432e-32
  2.32964983e-32 2.59918348e-34 3.55828031e-33 1.16663175e-32]]","[[-3.80640411e-01 -2.80028295e-01  9.46491301e-03 -8.33123818e-01
  -5.81992427e-01  2.25201202e-01  1.89986870e-16 -5.12767348e-16
   1.83967545e-16  2.01068041e-16 -4.70776353e-01  5.47763215e-01
  -1.75996445e-16 -9.29980875e-17 -1.93985694e-16  1.91350154e-17
   1.15411271e+00 -9.97129035e-01  0.00000000e+00 -1.39234738e-16
   1.40108790e-16  2.41553346e-17 -7.52561180e-17  1.31751635e-16]]",4
"[[6.00834668e-02 3.27308102e-02 6.18567356e-05 2.87649366e-01
  1.40506147e-01 2.10888050e-02 6.39913497e-32 1.21845426e-31
  3.76766174e-32 8.97544071e-32 9.22040722e-02 1.23746723e-01
  8.00092392e-32 5.00939109e-32 4.92562523e-32 1.42748077e-32
  5.50166235e-01 4.10606398e-01 0.00000000e+00 2.78964887e-32
  2.36739684e-32 3.68740459e-33 3.52269751e-33 1.15496543e-32]]","[[-4.53501466e-01 -3.35207081e-01  1.39026148e-02 -9.92117803e-01
  -6.93549540e-01  2.68844642e-01  1.59650040e-16 -5.12175405e-16
   2.83905368e-16  2.92073872e-16 -5.62212164e-01  6.49921111e-01
  -1.52937566e-16  1.60874181e-17 -6.01986317e-17 -1.65917969e-18
   1.37091949e+00 -1.18428988e+00  0.00000000e+00 -2.62316551e-17
   1.01390926e-16 -3.68271300e-17 -6.77305062e-17  1.18576472e-16]]",5
"[[7.18073861e-02 3.94451067e-02 1.03302095e-04 3.43488171e-01
  1.67991304e-01 2.52931403e-02 6.46971126e-32 2.31831374e-31
  7.52176727e-32 9.05750446e-32 1.10654934e-01 1.46823555e-01
  7.92695722e-32 8.33227207e-32 6.52572673e-32 1.78822648e-32
  6.54076563e-01 4.88046315e-01 0.00000000e+00 3.15716218e-32
  2.34372287e-32 3.85387157e-33 3.48747054e-33 1.37707077e-32]]","[[-5.19168228e-01 -3.85600642e-01  1.89980241e-02 -1.13521842e+00
  -7.94165813e-01  3.08407325e-01  1.80368498e-16 -1.27484623e-16
   6.07898422e-17  3.04317439e-16 -6.45177522e-01  7.40859430e-01
  -1.29870431e-16 -1.69177929e-16 -1.82606092e-16  5.97456569e-17
   1.56460238e+00 -1.35142346e+00  0.00000000e+00  3.92731294e-17
   9.12518335e-17 -1.88846475e-17 -6.09574556e-17  1.55056697e-16]]",6
"[[8.34338006e-02 4.62151675e-02 1.59778586e-04 3.98769389e-01
  1.95273642e-01 2.94930809e-02 7.34517020e-32 2.30122522e-31
  1.14397203e-31 8.96748058e-32 1.29108510e-01 1.69355305e-01
  8.15024999e-32 8.26071685e-32 7.67074807e-32 1.95583779e-32
  7.55988856e-01 5.63960248e-01 0.00000000e+00 4.33888583e-32
  3.29474708e-32 3.81533285e-33 3.55100373e-33 1.89962936e-32]]","[[-5.78357158e-01 -4.31684017e-01  2.46817244e-02 -1.26401063e+00
  -8.84932224e-01  3.44296435e-01  2.59293293e-16 -1.39423433e-16
   2.54540054e-16  2.76233381e-16 -7.20517286e-01  8.21692774e-01
  -1.71889055e-16 -1.41412324e-16 -2.74358147e-16  9.68400568e-17
   1.73746426e+00 -1.50052467e+00  0.00000000e+00 -7.48038668e-17
  -1.65881631e-17 -1.69961828e-17 -6.47817856e-17  2.12785534e-16]]",7
"[[9.49631117e-02 5.30409198e-02 2.33486449e-04 4.53496678e-01
  2.22354234e-01 3.36887314e-02 8.12769293e-32 2.45162818e-31
  1.16965699e-31 9.00276793e-32 1.47565182e-01 1.91347208e-01
  8.12425677e-32 8.22004683e-32 9.02984383e-32 2.28979755e-32
  8.55921070e-01 6.38362489e-01 0.00000000e+00 4.29549697e-32
  3.27061388e-32 3.77717953e-33 3.73083126e-33 2.74156843e-32]]","[[-6.31713389e-01 -4.73884837e-01  3.08914346e-02 -1.37992132e+00
  -9.66830695e-01  3.76878592e-01  1.40845078e-16 -2.57168298e-16
   1.68156023e-16  2.13260056e-16 -7.88992271e-01  8.93424297e-01
  -1.31139742e-16 -1.47749653e-16 -1.27097324e-16  2.76986596e-17
   1.89157771e+00 -1.63338887e+00  0.00000000e+00 -6.73234801e-17
  -5.54090870e-18 -1.52965645e-17 -4.36292225e-17  9.87203781e-17]]",8
"[[1.06395756e-01 5.99222859e-02 3.26583541e-04 5.07673783e-01
  2.49234157e-01 3.78802100e-02 8.13411207e-32 2.48286189e-31
  1.16574032e-31 8.91306114e-32 1.66025390e-01 2.12804506e-01
  9.36778544e-32 8.23574541e-32 9.07148336e-32 2.80072007e-32
  9.53891063e-01 7.11267263e-01 0.00000000e+00 7.00783473e-32
  3.76730535e-32 3.73940773e-33 3.91147161e-33 3.10583084e-32]]","[[-6.79817722e-01 -5.12588021e-01  3.75712193e-02 -1.48423493e+00
  -1.04074500e+00  4.06483867e-01  1.56374092e-16 -3.06117388e-16
   1.79232890e-16  1.93725387e-16 -8.51287451e-01  9.56956881e-01
  -2.92706074e-18 -1.01685864e-16 -1.50710857e-16  9.79918142e-17
   2.02880806e+00 -1.75163194e+00  0.00000000e+00 -2.26581877e-16
  -7.77465324e-17 -1.37669081e-17 -2.45032157e-17  1.51432531e-16]]",9
"[[1.17732187e-01 6.68591804e-02 4.41185896e-04 5.61304480e-01
  2.75914486e-01 4.20676453e-02 8.76165237e-32 2.45804203e-31
  1.19329472e-31 9.31943973e-32 1.84489600e-01 2.33732449e-01
  1.31863344e-31 8.82196357e-32 1.18810665e-31 2.77793625e-32
  1.04991662e+00 7.82688758e-01 0.00000000e+00 6.98839321e-32
  3.72963230e-32 5.34150126e-33 3.87235689e-33 3.07477253e-32]]","[[-7.23192984e-01 -5.48140033e-01  4.46708091e-02 -1.57810761e+00
  -1.10747059e+00  4.33409421e-01  5.65415866e-17 -2.74569736e-16
   9.86902755e-17  2.44745263e-16 -9.08019424e-01  1.01310318e+00
  -2.00427853e-16 -1.73283751e-16  3.46628396e-17  8.09653381e-17
   2.15083411e+00 -1.85670823e+00  0.00000000e+00 -1.81421059e-16
  -6.99718791e-17  2.81003694e-17 -2.20528942e-17  1.36289278e-16]]",10
