v,m,t
"[[1.66292035e-03 2.01062930e-02 1.59433503e-02 5.55443662e-02
  6.24251255e-02 2.79305186e-02 2.82265383e-02 3.70972965e-02
  1.11985640e-04 1.53272217e-02 1.38794155e-01 5.26002736e-03
  1.29152116e-03 2.81172903e-05 2.52576848e-02 7.89588098e-03
  2.33266702e-03 1.67955916e-02 9.93490958e-02 2.15535264e-03
  4.13090715e-04 6.73150183e-02 3.43925712e-04 1.95435295e-02
  7.20545651e-02 3.15521223e-01 2.15378428e-02 1.26150006e-01
  5.21435229e-04 4.54762235e-01 6.18143190e-02 1.09295514e-01
  2.03296454e-02 2.02923860e-02 4.21844930e-02 7.29080965e-02
  1.53401809e-01 1.41891963e-01 6.52151027e-05 3.86721139e-02
  2.25729219e-01 2.12307534e-01 3.01809642e-03 4.85929857e-05
  9.85026593e-03 3.81358138e-02 3.83848438e-02 3.80907883e-02
  1.15187391e-01 7.95885031e-03 1.70065536e-02 6.57838207e-01
  3.39440078e-03 5.31245809e-02 6.89322201e-33 2.02552232e-32
  4.02941864e-33 1.75076025e-33 9.27764899e-02 1.88907098e-02
  3.45780856e-34 3.34545514e-32 1.40154866e-32 9.86456352e-33
  4.87903607e-01 2.76556522e-02 3.02964701e-33 0.00000000e+00
  0.00000000e+00 0.00000000e+00 3.18052970e-34 0.00000000e+00]]","[[-4.07789204e-02  1.41796661e-01 -1.26266980e-01  2.35678523e-01
   2.49850206e-01 -1.67124261e-01 -1.68007554e-01  1.92606585e-01
  -1.05823268e-02  1.23803157e-01 -3.72550876e-01 -7.25260461e-02
   3.59377400e-02  5.30257393e-03 -1.58926665e-01 -8.88587699e-02
   4.82976917e-02  1.29597807e-01 -3.15196916e-01 -4.64257756e-02
  -2.03246332e-02  2.59451379e-01  1.85452342e-02 -1.39798174e-01
  -2.68429814e-01 -5.61712758e-01  1.46757769e-01  3.55176021e-01
   2.28349563e-02 -6.74360612e-01 -2.48624856e-01  3.30598721e-01
   1.42582066e-01  1.42451346e-01 -2.05388639e-01  2.70014993e-01
   3.91665430e-01  3.76685496e-01 -8.07558683e-03  1.96652266e-01
  -4.75109691e-01 -4.60768417e-01  5.49372043e-02 -6.97086692e-03
  -9.92485059e-02 -1.95283931e-01 -1.95920504e-01 -1.95168615e-01
   3.39392680e-01 -8.92123888e-02 -1.30409177e-01  8.11072257e-01
  -5.82614863e-02 -2.30487702e-01 -8.30254299e-17 -1.42320846e-16
   6.34777019e-17 -4.18420870e-17  3.04592334e-01 -1.37443479e-01
  -1.85951837e-17 -1.82905854e-16  1.18387020e-16  9.93205091e-17
   6.98500972e-01  1.66299886e-01  5.50422293e-17  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.78340396e-17  0.00000000e+00]]",1
"[[3.14576081e-03 3.97937293e-02 3.21935231e-02 1.11127172e-01
  1.24323318e-01 5.54567705e-02 5.62148072e-02 7.39212821e-02
  2.05734396e-04 3.08376962e-02 2.77302033e-01 1.04632354e-02
  2.52192014e-03 5.40783166e-05 5.03219328e-02 1.58146137e-02
  4.64288841e-03 3.33260629e-02 1.97295978e-01 4.16729925e-03
  8.62168046e-04 1.33840650e-01 7.39036226e-04 3.91914871e-02
  1.42655215e-01 6.29138663e-01 4.25251369e-02 2.50064922e-01
  1.03845116e-03 9.04177582e-01 1.23138306e-01 2.17536327e-01
  4.03749045e-02 4.00814930e-02 8.32080770e-02 1.46511207e-01
  3.03968502e-01 2.83189237e-01 1.41062753e-04 7.61798306e-02
  4.48209601e-01 4.23219523e-01 5.92753216e-03 1.05083329e-04
  1.95380651e-02 7.56613902e-02 7.65815709e-02 7.60254705e-02
  2.30183935e-01 1.57041095e-02 3.37008793e-02 1.30775973e+00
  6.76279230e-03 1.05359080e-01 3.59542513e-32 5.96529698e-32
  3.62016485e-32 3.54085928e-33 1.83693000e-01 3.80867832e-02
  4.02143175e-34 3.35029925e-32 1.38778188e-32 1.24362223e-32
  9.66580395e-01 5.48980658e-02 2.99935054e-33 0.00000000e+00
  0.00000000e+00 0.00000000e+00 2.91227570e-33 0.00000000e+00]]","[[-7.54240146e-02  2.68643585e-01 -2.41740268e-01  4.49045788e-01
   4.74910068e-01 -3.17161819e-01 -3.19345237e-01  3.66205872e-01
  -1.92641461e-02  2.36577732e-01 -7.09322284e-01 -1.37770395e-01
   6.76046268e-02  9.89503059e-03 -3.02146615e-01 -1.69402706e-01
   9.17747343e-02  2.45860421e-01 -5.98225111e-01 -8.68775451e-02
  -3.95808579e-02  4.92733521e-01  3.66544222e-02 -2.66684935e-01
  -5.08647117e-01 -1.06836708e+00  2.77693367e-01  6.73461212e-01
   4.34038190e-02 -1.28069229e+00 -4.72644129e-01  6.28195420e-01
   2.70621278e-01  2.69599390e-01 -3.88431279e-01  5.15652801e-01
   7.42499799e-01  7.16794915e-01 -1.60144447e-02  3.71651977e-01
  -9.01663775e-01 -8.76248792e-01  1.03661716e-01 -1.38220432e-02
  -1.88249394e-01 -3.70452571e-01 -3.72747840e-01 -3.71395438e-01
   6.46258955e-01 -1.68749319e-01 -2.47231231e-01  1.54021185e+00
  -1.10764880e-01 -4.37146889e-01 -2.45397904e-16  7.09094767e-17
   2.36608410e-16 -8.01738357e-17  5.77191304e-01 -2.62929086e-01
  -9.00131800e-18 -1.45045226e-16  1.08125357e-16  1.41063446e-16
   1.32403266e+00  3.15558324e-01  4.95380064e-17  0.00000000e+00
   0.00000000e+00  0.00000000e+00  6.70153613e-17  0.00000000e+00]]",2
"[[4.45642703e-03 5.90578568e-02 4.87441739e-02 1.66745995e-01
  1.85693462e-01 8.25764026e-02 8.39582186e-02 1.10468733e-01
  2.82430534e-04 4.65277289e-02 4.15511649e-01 1.56076660e-02
  3.69123748e-03 7.79631795e-05 7.51866923e-02 2.37536027e-02
  6.93187299e-03 4.95872037e-02 2.93839194e-01 6.04108641e-03
  1.34863580e-03 1.99576169e-01 1.18858655e-03 5.89437623e-02
  2.11809800e-01 9.40822992e-01 6.29717194e-02 3.71744234e-01
  1.55143804e-03 1.34823752e+00 1.83967099e-01 3.24709248e-01
  6.01412355e-02 5.93711172e-02 1.23080826e-01 2.20803004e-01
  4.51720320e-01 4.23871758e-01 2.27833421e-04 1.12530526e-01
  6.67446938e-01 6.32715826e-01 8.73047147e-03 1.70098877e-04
  2.90644504e-02 1.12578305e-01 1.14587763e-01 1.13801314e-01
  3.44972936e-01 2.32343241e-02 5.00783558e-02 1.94980609e+00
  1.01040465e-02 1.56700211e-01 4.91282866e-32 7.31754029e-32
  3.88980640e-32 7.67234885e-33 2.72758691e-01 5.75827141e-02
  1.02353934e-32 3.86023088e-32 4.07186953e-32 1.23695242e-32
  1.43605676e+00 8.17195284e-02 2.96935703e-33 0.00000000e+00
  0.00000000e+00 0.00000000e+00 3.07336469e-33 0.00000000e+00]]","[[-1.04516621e-01  3.82000711e-01 -3.47460760e-01  6.42322011e-01
   6.77645713e-01 -4.51801279e-01 -4.55653275e-01  5.22682833e-01
  -2.62120473e-02  3.39404779e-01 -1.01386660e+00 -1.96443773e-01
   9.54062320e-02  1.38477584e-02 -4.31205237e-01 -2.42446518e-01
   1.30923377e-01  3.50093637e-01 -8.52275466e-01 -1.21955761e-01
  -5.78733773e-02  7.02446509e-01  5.43651510e-02 -3.81946671e-01
  -7.23453513e-01 -1.52542373e+00  3.94394906e-01  9.58506863e-01
   6.19407488e-02 -1.82575137e+00 -6.74498515e-01  8.96054399e-01
   3.85580558e-01  3.82962076e-01 -5.51342531e-01  7.39327251e-01
   1.05656864e+00  1.02394839e+00 -2.38034898e-02  5.27132813e-01
  -1.28448728e+00 -1.25093171e+00  1.46795214e-01 -2.05679617e-02
  -2.68023471e-01 -5.27504014e-01 -5.32379146e-01 -5.30562029e-01
   9.23818447e-01 -2.39551383e-01 -3.51792621e-01  2.19558795e+00
  -1.58074025e-01 -6.22331133e-01 -3.37192020e-16  1.82641771e-16
   1.57644476e-16 -1.36707968e-16  8.20972790e-01 -3.77621279e-01
   9.10818346e-17 -5.68226853e-17  2.61567668e-16  1.19363413e-16
   1.88383035e+00  4.49442642e-01  4.45842057e-17  0.00000000e+00
   0.00000000e+00  0.00000000e+00  7.41055526e-17  0.00000000e+00]]",3
"[[5.60316969e-03 7.78947395e-02 6.55885408e-02 2.22398277e-01
  2.46534516e-01 1.09287190e-01 1.11450631e-01 1.46736540e-01
  3.43374879e-04 6.23936507e-02 5.53410958e-01 2.06913694e-02
  4.79958691e-03 9.98571321e-05 9.98458718e-02 3.17103413e-02
  9.20088263e-03 6.55750337e-02 3.88978247e-01 7.78198247e-03
  1.87385196e-03 2.64520828e-01 1.69573703e-03 7.88002416e-02
  2.79526334e-01 1.25054425e+00 8.28875216e-02 4.91187810e-01
  2.06079588e-03 1.78693435e+00 2.44296083e-01 4.30801429e-01
  7.96339498e-02 7.81652427e-02 1.61813323e-01 2.95776933e-01
  5.96677703e-01 5.63919434e-01 3.25708060e-04 1.47731890e-01
  8.83448427e-01 8.40776045e-01 1.14290725e-02 2.44268723e-04
  3.84304761e-02 1.48888386e-01 1.52401043e-01 1.51415542e-01
  4.59537671e-01 3.05481788e-02 6.61345946e-02 2.58401909e+00
  1.34170527e-02 2.07145177e-01 5.32281262e-32 1.36158302e-31
  3.93481982e-32 8.17037109e-33 3.59983362e-01 7.73728079e-02
  1.27963906e-32 5.31932206e-32 4.67174217e-32 1.24255440e-32
  1.89636089e+00 1.08113076e-01 3.04919540e-33 0.00000000e+00
  0.00000000e+00 0.00000000e+00 5.61056783e-33 0.00000000e+00]]","[[-1.28580274e-01  4.83183068e-01 -4.44365011e-01  8.17505226e-01
   8.60276807e-01 -5.72562560e-01 -5.78409051e-01  6.63734219e-01
  -3.15763702e-02  4.33257881e-01 -1.28938102e+00 -2.49185721e-01
   1.19707326e-01  1.72246613e-02 -5.47493140e-01 -3.08724099e-01
   1.66187304e-01  4.43473144e-01 -1.08022111e+00 -1.52201991e-01
  -7.52960055e-02  8.90930328e-01  7.17110049e-02 -4.86741224e-01
  -9.15370591e-01 -1.93779682e+00  4.98292499e-01  1.21359922e+00
   7.86567639e-02 -2.31561895e+00 -8.56385094e-01  1.13711386e+00
   4.88776255e-01  4.83906080e-01 -6.96116520e-01  9.43210937e-01
   1.33753120e+00  1.30140404e+00 -3.14307866e-02  6.65015095e-01
  -1.62792409e+00 -1.58885838e+00  1.84897373e-01 -2.72215521e-02
  -3.39489482e-01 -6.68237110e-01 -6.76521972e-01 -6.74361715e-01
   1.17496894e+00 -3.02465100e-01 -4.45287452e-01  2.78455315e+00
  -2.00696467e-01 -7.88159344e-01 -2.35714996e-16 -8.80400234e-17
   1.12912549e-16 -1.47011026e-16  1.03879593e+00 -4.82568369e-01
   1.33581317e-16 -1.73520705e-16  3.15447851e-16  9.40212878e-17
   2.38440645e+00  5.69455169e-01  2.96600345e-17  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.17369811e-16  0.00000000e+00]]",4
"[[6.59458292e-03 9.63009890e-02 8.27194464e-02 2.78081258e-01
  3.06845517e-01 1.35587050e-01 1.38686405e-01 1.82721704e-01
  3.89983943e-04 7.84318298e-02 6.90987818e-01 2.57123999e-02
  5.84715505e-03 1.19850791e-04 1.24293315e-01 3.96824270e-02
  1.14512391e-02 8.12858354e-02 4.82713700e-01 9.39527819e-03
  2.43912358e-03 3.28673776e-01 2.26355094e-03 9.87608138e-02
  3.45812984e-01 1.55827177e+00 1.02282583e-01 6.08395943e-01
  2.56693234e-03 2.22026124e+00 3.04120927e-01 5.35800335e-01
  9.88582004e-02 9.64680607e-02 1.99416661e-01 3.71426272e-01
  7.38861324e-01 7.03312068e-01 4.34762462e-04 1.81791947e-01
  1.09622278e+00 1.04737947e+00 1.40254896e-02 3.28222496e-04
  4.76371970e-02 1.84593741e-01 1.90019100e-01 1.88865327e-01
  5.73861349e-01 3.76444860e-02 8.18654335e-02 3.21044085e+00
  1.67007220e-02 2.56691716e-01 1.49739725e-31 1.73721151e-31
  4.71541478e-32 8.72094410e-33 4.45377463e-01 9.74512137e-02
  2.56391280e-32 5.28198142e-32 4.82173608e-32 1.23319497e-32
  2.34752268e+00 1.34072587e-01 3.04958446e-33 0.00000000e+00
  0.00000000e+00 0.00000000e+00 5.55446215e-33 0.00000000e+00]]","[[-1.48086500e-01  5.73375400e-01 -5.33295638e-01  9.76393362e-01
   1.02480121e+00 -6.80813803e-01 -6.88943563e-01  7.90887358e-01
  -3.54928276e-02  5.19013910e-01 -1.53874303e+00 -2.96571673e-01
   1.40835898e-01  2.00839230e-02 -6.52261541e-01 -3.68896673e-01
   1.97966562e-01  5.27057656e-01 -1.28464937e+00 -1.78104967e-01
  -9.19327067e-02  1.06029069e+00  8.87219491e-02 -5.82110757e-01
  -1.08666792e+00 -2.30990844e+00  5.90674138e-01  1.44169603e+00
   9.37420007e-02 -2.75576847e+00 -1.02028176e+00  1.35401844e+00
   5.81392764e-01  5.73662027e-01 -8.24548982e-01  1.12925944e+00
   1.58868119e+00  1.55209408e+00 -3.88854191e-02  7.87027181e-01
  -1.93588516e+00 -1.89366553e+00  2.18472094e-01 -3.37943665e-02
  -4.03474316e-01 -7.94271479e-01 -8.06713319e-01 -8.04318402e-01
   1.40231846e+00 -3.58252240e-01 -5.28790675e-01  3.31372520e+00
  -2.39089114e-01 -9.36539341e-01  9.93751711e-17 -2.76528777e-16
   1.92172007e-16 -1.57455037e-16  1.23323485e+00 -5.78714212e-01
   6.33419893e-18 -1.68759339e-16  2.39550915e-16  9.01564133e-17
   2.83162272e+00  6.76950043e-01  2.11369620e-17  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.05632830e-16  0.00000000e+00]]",5
"[[7.43960154e-03 1.14273801e-01 1.00129296e-01 3.33791897e-01
  3.66625586e-01 1.61474061e-01 1.65660480e-01 2.18421327e-01
  4.23788907e-04 9.46386862e-02 8.28229945e-01 3.06688121e-02
  6.83420077e-03 1.38040343e-04 1.48522767e-01 4.76675803e-02
  1.36843330e-02 9.67161923e-02 5.75047309e-01 1.08862878e-02
  3.04570090e-03 3.92033945e-01 2.89499196e-03 1.18825378e-01
  4.10678068e-01 1.86397412e+00 1.21167072e-01 7.23369392e-01
  3.07026021e-03 2.64821219e+00 3.63437622e-01 6.39693700e-01
  1.17818968e-01 1.14283993e-01 2.35902441e-01 4.47744209e-01
  8.78292118e-01 8.42029270e-01 5.54971577e-04 2.14719085e-01
  1.30578034e+00 1.25250500e+00 1.65218754e-02 4.22589478e-04
  5.66856658e-02 2.19696800e-01 2.27439737e-01 2.26147794e-01
  6.87927061e-01 4.45221726e-02 9.72669261e-02 3.82911405e+00
  1.99539927e-02 3.05338153e-01 1.67723496e-31 1.73656446e-31
  4.81049580e-32 1.62360114e-32 5.28952131e-01 1.17811961e-01
  4.38467744e-32 6.81590943e-32 5.31212508e-32 1.24548417e-32
  2.78957374e+00 1.59592898e-01 5.15920002e-33 0.00000000e+00
  0.00000000e+00 0.00000000e+00 6.80233014e-33 0.00000000e+00]]","[[-1.63460038e-01  6.53645353e-01 -6.15010674e-01  1.12060409e+00
   1.17301717e+00 -7.77786601e-01 -7.88456270e-01  9.05517078e-01
  -3.80839686e-02  5.97462719e-01 -1.76454227e+00 -3.39119327e-01
   1.59086768e-01  2.24787183e-02 -7.46636094e-01 -4.23560147e-01
   2.26622009e-01  6.01800763e-01 -1.46789062e+00 -2.00106056e-01
  -1.07858523e-01  1.21242224e+00  1.05424674e-01 -6.68993347e-01
  -1.23938822e+00 -2.64573774e+00  6.72700007e-01  1.64545948e+00
   1.07367740e-01 -3.15112647e+00 -1.16796923e+00  1.54914854e+00
   6.64495655e-01  6.53338199e-01 -9.38257145e-01  1.29923312e+00
   1.81298327e+00  1.77865728e+00 -4.61573763e-02  8.94724726e-01
  -2.21189199e+00 -2.16862572e+00  2.47973114e-01 -4.02966912e-02
  -4.60722175e-01 -9.07065547e-01 -9.24336789e-01 -9.21803515e-01
   1.60821423e+00 -4.07598205e-01 -6.03269948e-01  3.78906056e+00
  -2.73663344e-01 -1.06918908e+00  2.29012610e-16 -2.07979603e-16
   2.10668885e-16 -5.45184971e-17  1.40660724e+00 -6.66908732e-01
   1.41583220e-16 -2.77849584e-16  1.42206017e-16  6.54496439e-17
   3.23075532e+00  7.73148407e-01 -2.72380723e-17  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.31172353e-16  0.00000000e+00]]",6
"[[8.14749729e-03 1.31810999e-01 1.17810072e-01 3.89526781e-01
  4.25873940e-01 1.86946477e-01 1.92368454e-01 2.53832608e-01
  4.46434468e-04 1.11010707e-01 9.65124861e-01 3.55586538e-02
  7.76105442e-03 1.54527758e-04 1.72527838e-01 5.56636668e-02
  1.59016353e-02 1.11863035e-01 6.65982178e-01 1.22603503e-02
  3.69477056e-03 4.54599916e-01 3.59292131e-03 1.38993850e-01
  4.74130042e-01 2.16761894e+00 1.39551306e-01 8.36109418e-01
  3.57119460e-03 3.07078208e+00 4.22242535e-01 7.42469479e-01
  1.36521043e-01 1.31617718e-01 2.71282776e-01 5.24723923e-01
  1.01499132e+00 9.80050348e-01 6.86213827e-04 2.46522083e-01
  1.51213327e+00 1.45613102e+00 1.89203840e-02 5.27997514e-04
  6.55769312e-02 2.54200351e-01 2.64660914e-01 2.63260011e-01
  8.01717712e-01 5.11802642e-02 1.12335329e-01 4.44008200e+00
  2.31758369e-02 3.53083455e-01 1.79204043e-31 1.76248291e-31
  8.97766645e-32 1.85507734e-32 6.10719217e-01 1.38449000e-01
  5.46539291e-32 1.14823902e-31 5.34043656e-32 1.33445039e-32
  3.22254728e+00 1.84669934e-01 8.04860325e-32 0.00000000e+00
  0.00000000e+00 0.00000000e+00 6.77278334e-33 0.00000000e+00]]","[[-1.75083513e-01  7.24955378e-01 -6.90191973e-01  1.25159265e+00
   1.30654330e+00 -8.64589704e-01 -8.78028513e-01  1.00886095e+00
  -3.94604970e-02  6.69315869e-01 -1.96910933e+00 -3.77294354e-01
   1.74724813e-01  2.44578806e-02 -8.31629299e-01 -4.73251741e-01
   2.52479347e-01  6.68561638e-01 -1.63204422e+00 -2.18604221e-01
  -1.23140404e-01  1.34902941e+00  1.21842905e-01 -7.48233420e-01
  -1.37537007e+00 -2.94886508e+00  7.45415378e-01  1.82728576e+00
   1.19688220e-01 -3.50612725e+00 -1.30105086e+00  1.72464664e+00
   7.39043481e-01  7.23932909e-01 -1.03869764e+00  1.45471681e+00
   2.01310614e+00  1.98346814e+00 -5.32374484e-02  9.89508021e-01
  -2.45911579e+00 -2.41668365e+00  2.73809066e-01 -4.67376444e-02
  -5.11902834e-01 -1.00793279e+00 -1.03063804e+00 -1.02805122e+00
   1.79476857e+00 -4.51119541e-01 -6.69596308e-01  4.21592065e+00
  -3.04789609e-01 -1.18765581e+00  3.20818722e-16 -1.21390993e-16
  -1.57093674e-17  7.04047683e-19  1.56100008e+00 -7.47917415e-01
   2.33470277e-16 -3.24723501e-17  1.56521835e-16  2.70580067e-17
   3.58655332e+00  8.59152168e-01  2.50037050e-16  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.11852175e-16  0.00000000e+00]]",7
"[[8.72787414e-03 1.48911078e-01 1.35753325e-01 4.45282013e-01
  4.84589911e-01 2.12002743e-01 2.18806692e-01 2.88952834e-01
  4.59677531e-04 1.27544466e-01 1.10165984e+00 4.03799576e-02
  8.62811694e-03 1.69421010e-04 1.96301944e-01 6.36687258e-02
  1.81047124e-02 1.26723701e-01 7.55522953e-01 1.35228314e-02
  4.38744771e-03 5.16369758e-01 4.36009469e-03 1.59266181e-01
  5.36177489e-01 2.46917279e+00 1.57445782e-01 9.46617839e-01
  4.07014961e-03 3.48796665e+00 4.80532471e-01 8.44115790e-01
  1.54968998e-01 1.48474210e-01 3.05570292e-01 6.02358707e-01
  1.14898050e+00 1.11735417e+00 8.28275360e-04 2.77210129e-01
  1.71529571e+00 1.65823532e+00 2.12231737e-02 6.45071690e-04
  7.43120347e-02 2.88107597e-01 3.01680802e-01 3.00198981e-01
  9.15215948e-01 5.76178673e-02 1.27067084e-01 5.04338888e+00
  2.63652681e-02 3.99927318e-01 1.91804729e-31 1.79989643e-31
  8.91027267e-32 1.84730928e-32 6.90691327e-01 1.59356251e-01
  5.41620827e-32 1.16438937e-31 5.84685917e-32 1.90319667e-32
  3.64647804e+00 2.09300879e-01 9.77545612e-32 0.00000000e+00
  0.00000000e+00 0.00000000e+00 6.70505551e-33 0.00000000e+00]]","[[-1.83301643e-01  7.88173469e-01 -7.59452758e-01  1.37066790e+00
   1.42683659e+00 -9.42221350e-01 -9.58635643e-01  1.10203297e+00
  -3.97224643e-02  7.35214496e-01 -2.15454146e+00 -4.11515529e-01
   1.87987866e-01  2.60665382e-02 -9.08151636e-01 -5.18455998e-01
   2.75832785e-01  7.28114713e-01 -1.77900201e+00 -2.33960523e-01
  -1.37837932e-01  1.47164509e+00  1.37997680e-01 -8.20591154e-01
  -1.49626825e+00 -3.22251180e+00  8.09762245e-01  1.98933177e+00
   1.30842265e-01 -3.82476216e+00 -1.42097049e+00  1.88244097e+00
   8.05898381e-01  7.86345662e-01 -1.12718261e+00  1.59713751e+00
   2.19145207e+00  2.16866315e+00 -6.01171322e-02  1.07263761e+00
  -2.68041270e+00 -2.64048882e+00  2.96348030e-01 -5.31252610e-02
  -5.57619067e-01 -1.09805638e+00 -1.12673874e+00 -1.12417214e+00
   1.96388233e+00 -4.89370683e-01 -7.28553744e-01  4.59913149e+00
  -3.32801584e-01 -1.29333331e+00  4.08706541e-16 -3.50640578e-17
  -2.90993405e-17 -9.75034228e-18  1.69829282e+00 -8.22429863e-01
   2.02727790e-16  2.33417378e-17  2.15691238e-16  1.00647081e-16
   3.90329138e+00  9.35956475e-01  3.59470650e-16  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.00666958e-16  0.00000000e+00]]",8
"[[9.19066285e-03 1.65573264e-01 1.53950155e-01 5.01053086e-01
  5.42772960e-01 2.36641511e-01 2.44972448e-01 3.23779383e-01
  4.65385711e-04 1.44236642e-01 1.23782182e+00 4.51307298e-02
  9.43585895e-03 1.82834320e-04 2.19838247e-01 7.16810039e-02
  2.02952448e-02 1.41295996e-01 8.43676047e-01 1.46791255e-02
  5.12476679e-03 5.77340837e-01 5.19915874e-03 1.79642364e-01
  5.96829105e-01 2.76860091e+00 1.74861213e-01 1.05489707e+00
  4.56753461e-03 3.89976247e+00 5.38304741e-01 9.44620838e-01
  1.73167165e-01 1.64858779e-01 3.38778138e-01 6.80642101e-01
  1.28028157e+00 1.25391904e+00 9.80854259e-04 3.06792853e-01
  1.91528405e+00 1.85879487e+00 2.34324109e-02 7.74432761e-04
  8.28920079e-02 3.21422209e-01 3.38497858e-01 3.36961636e-01
  1.02840406e+00 6.38341482e-02 1.41458792e-01 5.63907999e+00
  2.95213496e-02 4.45870250e-01 2.00034316e-31 1.86388314e-31
  8.87991422e-32 1.91067961e-32 7.68881871e-01 1.80527656e-01
  1.43331050e-31 1.22143632e-31 6.72168094e-32 4.35168735e-32
  4.06140221e+00 2.33484361e-01 9.77749902e-32 0.00000000e+00
  0.00000000e+00 0.00000000e+00 1.89473171e-32 0.00000000e+00]]","[[-1.88424995e-01  8.44082872e-01 -8.23344399e-01  1.47900668e+00
   1.53520860e+00 -1.01158037e+00 -1.03115801e+00  1.18603595e+00
  -3.89603511e-02  7.95736401e-01 -2.32272592e+00 -4.42159323e-01
   1.99089300e-01  2.73467237e-02 -9.77021547e-01 -5.59610212e-01
   2.96948372e-01  7.81158446e-01 -1.91046943e+00 -2.46502229e-01
  -1.52003979e-01  1.58164741e+00  1.53907590e-01 -8.86750947e-01
  -1.60357214e+00 -3.46957587e+00  8.66589829e-01  2.13353911e+00
   1.40954730e-01 -4.11062380e+00 -1.52902859e+00  2.02426688e+00
   8.65835608e-01  8.41387237e-01 -1.20489425e+00  1.72778040e+00
   2.35018366e+00  2.33616437e+00 -6.67885437e-02  1.14524832e+00
  -2.87835565e+00 -2.84242481e+00  3.15921651e-01 -5.94665664e-02
  -5.98413328e-01 -1.17850238e+00 -1.21364909e+00 -1.21116567e+00
   2.11726584e+00 -5.22849994e-01 -7.80847799e-01  4.94303735e+00
  -3.57999919e-01 -1.38747751e+00  2.67100418e-16 -1.22103590e-16
  -5.04266248e-17 -3.73835973e-17  1.82017822e+00 -8.91067517e-01
  -1.17062248e-16  1.03887504e-16  9.75151596e-17  2.47665874e-16
   4.18481710e+00  1.00446108e+00  3.55114322e-16  0.00000000e+00
   0.00000000e+00  0.00000000e+00  2.01547601e-16  0.00000000e+00]]",9
"[[9.54611541e-03 1.81797575e-01 1.72391190e-01 5.56834739e-01
  6.00422712e-01 2.60861657e-01 2.70864018e-01 3.58309718e-01
  4.65535566e-04 1.61084048e-01 1.37359735e+00 4.98089361e-02
  1.01848200e-02 1.94888417e-04 2.43129575e-01 7.96989964e-02
  2.24750504e-02 1.55578284e-01 9.30449915e-01 1.57346580e-02
  5.90767080e-03 6.37509584e-01 6.11264715e-03 2.00122460e-01
  6.56093681e-01 3.06586698e+00 1.91808574e-01 1.16095019e+00
  5.06374988e-03 4.30616697e+00 5.95557249e-01 1.04397283e+00
  1.91119590e-01 1.80777120e-01 3.70919984e-01 7.59568059e-01
  1.40891686e+00 1.38972244e+00 1.14356465e-03 3.35280345e-01
  2.11211718e+00 2.05778566e+00 2.55502741e-02 9.16695304e-04
  9.13178682e-02 3.54148392e-01 3.75110902e-01 3.73544821e-01
  1.14126389e+00 6.98283101e-02 1.55507192e-01 6.22720203e+00
  3.26432057e-02 4.90913686e-01 2.28403098e-31 2.18144896e-31
  8.83742819e-32 2.60903138e-32 8.45305109e-01 2.01957241e-01
  1.53487880e-31 1.20954821e-31 9.88294290e-32 4.48961066e-32
  4.46735731e+00 2.57220689e-01 1.03941310e-31 0.00000000e+00
  0.00000000e+00 0.00000000e+00 1.88050048e-32 0.00000000e+00]]","[[-1.90733363e-01  8.93390865e-01 -8.82362485e-01  1.57766672e+00
   1.63284005e+00 -1.07347620e+00 -1.09639094e+00  1.26177259e+00
  -3.72560533e-02  8.51402447e-01 -2.47536079e+00 -4.69564013e-01
   2.08220335e-01  2.83379661e-02 -1.03897436e+00 -5.97109356e-01
   3.16067037e-01  8.28323277e-01 -2.02798468e+00 -2.56526546e-01
  -1.65685265e-01  1.68027472e+00  1.69589005e-01 -9.47329057e-01
  -1.69862218e+00 -3.69266397e+00  9.16664062e-01  2.26165567e+00
   1.50137801e-01 -4.36694596e+00 -1.62639669e+00  2.15168591e+00
   9.19552072e-01  8.89788804e-01 -1.27289787e+00  1.84780328e+00
   2.49124787e+00  2.48770062e+00 -7.32443357e-02  1.20836194e+00
  -3.05526299e+00 -3.02463569e+00  3.32828840e-01 -6.57676389e-02
  -6.34773764e-01 -1.25023169e+00 -1.29227924e+00 -1.28993107e+00
   2.25645786e+00 -5.52005177e-01 -8.27113280e-01  5.25154918e+00
  -3.80655633e-01 -1.47122052e+00  6.61229827e-17 -2.93252075e-16
  -2.38634791e-17 -1.18348164e-16  1.92818119e+00 -9.54390622e-01
  -2.13013537e-16  9.92105916e-17 -9.19160371e-17  1.80303491e-16
   4.43459367e+00  1.06548067e+00  4.04125488e-16  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.88260217e-16  0.00000000e+00]]",10
