v,m,t
"[[5.37442208e-01 6.33459511e-01 2.34258912e-01 9.57765616e+00
  2.56950031e-31 2.62553088e-31 2.46526105e-05 7.11769121e-02
  1.65168006e-31 1.49115445e-31 1.86145219e-01 7.90649572e+00
  1.79968472e-31 4.25815961e-32 5.49106624e-32 2.30676457e-32]]","[[-1.55614330e+00 -1.68874566e+00 -1.02342958e+00 -6.54305663e+00
   4.31100174e-16 -9.91522356e-17  9.55563721e-03 -5.51228721e-01
  -5.04475333e-16 -1.64959882e-16  9.17034478e-01  5.95622746e+00
   1.94589021e-16  4.16407246e-17 -7.74621567e-18  4.27013741e-17]]",11
"[[5.83911223e-01 6.87903928e-01 2.53435210e-01 1.03604965e+01
  3.12612501e-31 2.84373549e-31 2.52024037e-05 7.53916468e-02
  1.73886865e-31 1.53785493e-31 2.02554801e-01 8.57038169e+00
  1.81028215e-31 4.26428503e-32 7.43018404e-32 4.25848812e-32]]","[[-1.62822051e+00 -1.76640510e+00 -1.06777980e+00 -6.82609663e+00
   6.29303169e-16  6.71151288e-17  9.49244076e-03 -5.66294907e-01
  -5.55863639e-16 -6.99705647e-17  9.60501422e-01  6.22255072e+00
   2.28603737e-16  5.95463175e-17 -1.48181667e-16  1.78958501e-16]]",12
"[[6.29996415e-01 7.41841180e-01 2.72272783e-01 1.11293869e+01
  3.15266771e-31 3.82411385e-31 2.56009073e-05 7.92785633e-02
  1.72508207e-31 1.75805540e-31 2.18885958e-01 9.22551901e+00
  1.79325040e-31 8.01784781e-32 8.77381190e-32 4.24323425e-32]]","[[-1.69326751e+00 -1.83637418e+00 -1.10719322e+00 -7.07756158e+00
   4.90343939e-16 -2.57214979e-16  9.34974957e-03 -5.77789076e-01
  -5.19256499e-16  9.05123287e-17  9.99938196e-01  6.46101694e+00
   1.95394090e-16 -1.41246853e-16 -1.42866468e-17  1.77594743e-16]]",13
"[[6.75701381e-01 7.95275578e-01 2.90775294e-01 1.18844837e+01
  3.13948135e-31 3.93916895e-31 2.58697674e-05 8.28486088e-02
  2.23321708e-31 1.85177767e-31 2.35140652e-01 9.87199775e+00
  1.78972014e-31 8.05225431e-32 1.26098939e-31 4.20080190e-32]]","[[-1.75198665e+00 -1.89942038e+00 -1.14216274e+00 -7.30060649e+00
   3.98483948e-16 -3.55306335e-16  9.13925319e-03 -5.86061899e-01
  -6.96543814e-16  1.86961246e-16  1.03575142e+00  6.67441157e+00
   2.13804965e-16 -9.32717644e-17  1.85228367e-16  1.59835268e-16]]",14
"[[7.21029794e-01 8.48211579e-01 3.08946487e-01 1.26259420e+01
  3.61872999e-31 3.89977757e-31 2.60285596e-05 8.61126887e-02
  2.28689912e-31 1.94850069e-31 2.51320948e-01 1.05099073e+01
  1.83290961e-31 8.32052578e-32 2.09503052e-31 8.99145298e-32]]","[[-1.80501031e+00 -1.95623482e+00 -1.17313236e+00 -7.49807113e+00
   1.32661341e-16 -3.19952232e-16  8.87146245e-03 -5.91428875e-01
  -5.39703305e-16  2.75615390e-16  1.06830748e+00  6.86524168e+00
   1.14266506e-16 -1.43003373e-16 -1.24267153e-16 -7.59813564e-17]]",15
"[[7.65985394e-01 9.00653790e-01 3.26790190e-01 1.33539161e+01
  3.72011838e-31 5.17959289e-31 2.60949002e-05 8.90816686e-02
  2.81830366e-31 2.23667251e-31 2.67429005e-01 1.11393366e+01
  2.21089359e-31 8.62717673e-32 2.07408022e-31 8.90153845e-32]]","[[-1.85290783e+00 -2.00743987e+00 -1.20050212e+00 -7.67251159e+00
   2.36687872e-16 -6.51111673e-16  8.55582844e-03 -5.94173844e-01
  -7.21163119e-16  7.26523603e-17  1.09793649e+00  7.03576382e+00
   3.01915991e-16 -6.62645694e-17 -1.11840438e-16 -6.83832207e-17]]",16
"[[8.10571991e-01 9.52606976e-01 3.44310318e-01 1.40685594e+01
  3.80894941e-31 5.31385169e-31 2.60845555e-05 9.17663768e-02
  3.20556858e-31 2.21500279e-31 2.83467080e-01 1.17603738e+01
  2.24680579e-31 8.65704210e-32 2.05904841e-31 8.81252306e-32]]","[[-1.89619187e+00 -2.05359612e+00 -1.22463245e+00 -7.82622863e+00
   1.00755015e-16 -7.22402386e-16  8.20084950e-03 -5.94552152e-01
  -8.52872212e-16  7.37357995e-17  1.12493599e+00  7.18800900e+00
   3.47895997e-16 -2.55592134e-17 -7.67628989e-17 -6.15448987e-17]]",17
"[[8.54793461e-01 1.00407606e+00 3.61510865e-01 1.47700241e+01
  3.79067910e-31 5.39712178e-31 2.60115482e-05 9.41776059e-02
  3.82413398e-31 2.20265448e-31 2.99437529e-01 1.23731065e+01
  2.22433773e-31 9.43416943e-32 2.03845792e-31 8.72558761e-32]]","[[-1.93532405e+00 -2.09520847e+00 -1.24584819e+00 -7.96129323e+00
   4.61607751e-17 -7.66956242e-16  7.81416766e-03 -5.92793495e-01
  -1.02265774e-15  9.76699085e-17  1.14957415e+00  7.32380530e+00
   3.13106397e-16 -1.15938632e-16 -6.90866090e-17 -5.88397326e-17]]",18
"[[8.98653743e-01 1.05506612e+00 3.78395915e-01 1.54584615e+01
  3.79275650e-31 5.44735307e-31 2.58882621e-05 9.63261153e-02
  3.79121010e-31 2.36395342e-31 3.15342804e-01 1.29776214e+01
  2.24677176e-31 9.93346449e-32 2.04282456e-31 8.63833174e-32]]","[[-1.97072006e+00 -2.13273179e+00 -1.26444214e+00 -8.07956954e+00
  -2.16883569e-17 -5.88180988e-16  7.40265550e-03 -5.89104482e-01
  -9.43451595e-16 -4.74948243e-17  1.17209273e+00  7.44479808e+00
   2.14954600e-16 -1.81392596e-16 -1.24273596e-17 -5.29557594e-17]]",19
"[[9.42156835e-01 1.10558241e+00 3.94969632e-01 1.61340221e+01
  3.76965013e-31 5.43228117e-31 2.57255443e-05 9.82226332e-02
  3.76704529e-31 2.34700545e-31 3.31185457e-01 1.35740049e+01
  2.33432229e-31 9.83525089e-32 2.34392692e-31 8.57908040e-32]]","[[-2.00275421e+00 -2.16657590e+00 -1.28067825e+00 -8.18273563e+00
  -5.80178257e-17 -5.92133605e-16  6.97249436e-03 -5.83670936e-01
  -8.86183768e-16 -6.86134124e-17  1.19270973e+00  7.55246832e+00
   8.85695548e-17 -1.66601534e-16  1.68128122e-16 -3.11883951e-17]]",20
"[[9.85306795e-01 1.15563036e+00 4.11236267e-01 1.67968553e+01
  7.48652939e-31 5.60878071e-31 2.55328047e-05 9.98778591e-02
  4.97138135e-31 2.35209321e-31 3.46968139e-01 1.41623424e+01
  2.41110203e-31 1.03037991e-31 2.71676873e-31 8.79999444e-32]]","[[-2.03176360e+00 -2.19711009e+00 -1.29479457e+00 -8.27230203e+00
  -6.64961974e-16 -3.80991855e-16  6.52924475e-03 -5.76659974e-01
  -4.45144263e-16 -8.31255965e-18  1.21162174e+00  7.64814897e+00
   1.79774061e-16 -7.46485720e-17  3.50383410e-16  2.73113840e-17]]",21
"[[1.02810773e+00 1.20521558e+00 4.27200157e-01 1.74471095e+01
  7.41498098e-31 5.61353668e-31 2.53181150e-05 1.01302466e-01
  4.94435472e-31 2.66026218e-31 3.62693605e-01 1.47427188e+01
  2.38699101e-31 1.02007611e-31 2.68960105e-31 1.01448701e-31]]","[[-2.05805185e+00 -2.22466719e+00 -1.30700581e+00 -8.34962853e+00
  -6.16678109e-16 -4.20895090e-16  6.07790978e-03 -5.68221867e-01
  -3.52998769e-16  1.74642252e-16  1.22900612e+00  7.73303981e+00
   1.61796655e-16 -6.71837148e-17  3.15345069e-16 -9.51225347e-17]]",22
"[[1.07056382e+00 1.25434384e+00 4.42865725e-01 1.80849325e+01
  8.42911900e-31 5.71853893e-31 2.50883042e-05 1.02507101e-01
  5.10073268e-31 2.71919925e-31 3.78364712e-01 1.53152182e+01
  2.84491438e-31 1.00987535e-31 2.66270504e-31 1.34173437e-31]]","[[-2.08189240e+00 -2.24954724e+00 -1.31750569e+00 -8.41593925e+00
  -8.84902374e-16 -2.51865587e-16  5.62299223e-03 -5.58491722e-01
  -4.61163695e-16  6.46903577e-17  1.24502291e+00  7.80822069e+00
   3.65114890e-16 -6.04653433e-17  2.83810562e-16  9.80721179e-17]]",23
"[[1.11267927e+00 1.30302114e+00 4.58237482e-01 1.87104708e+01
  8.37849199e-31 5.73396995e-31 2.48490534e-05 1.03502393e-01
  5.18024897e-31 3.04339374e-31 3.93984425e-01 1.58799239e+01
  2.81646524e-31 9.99776595e-32 2.63678528e-31 1.36076162e-31]]","[[-2.10353156e+00 -2.27202076e+00 -1.32646906e+00 -8.47233621e+00
  -8.54432983e-16 -3.11894288e-16  5.16854590e-03 -5.47590994e-01
  -3.00800391e-16 -1.29231734e-16  1.25981656e+00  7.87466357e+00
   3.28603401e-16 -5.44188090e-17  2.63839575e-16  3.13047544e-17]]",24
"[[1.15445836e+00 1.35125364e+00 4.73320027e-01 1.93238702e+01
  8.29494234e-31 5.82584637e-31 2.46049891e-05 1.04298948e-01
  5.17188420e-31 3.27505465e-31 4.09555820e-01 1.64369186e+01
  2.78830058e-31 1.04585922e-31 2.65961634e-31 1.34715400e-31]]","[[-2.12319118e+00 -2.29233173e+00 -1.33405382e+00 -8.51981154e+00
  -7.73840150e-16 -1.58550808e-16  4.71822184e-03 -5.35628840e-01
  -2.04813056e-16  4.55848768e-17  1.27351754e+00  7.93324326e+00
   2.95743061e-16  2.59099167e-17  3.07597558e-16  2.81742790e-17]]",25
"[[1.19590540e+00 1.39904771e+00 4.88118050e-01 1.99252756e+01
  8.22838608e-31 6.42297853e-31 2.43597750e-05 1.04907356e-01
  5.12052203e-31 3.43542847e-31 4.25082089e-01 1.69862841e+01
  2.76041758e-31 1.03540063e-31 2.80570273e-31 1.33368246e-31]]","[[-2.14107116e+00 -2.31070028e+00 -1.34040259e+00 -8.55925848e+00
  -6.55967664e-16 -3.98701709e-16  4.27530988e-03 -5.22703350e-01
  -1.78359489e-16 -9.79428032e-17  1.28624372e+00  7.98474715e+00
   2.66168755e-16  2.33189251e-17  4.08246536e-16  2.53568511e-17]]",26
"[[1.23702476e+00 1.44640995e+00 5.02636332e-01 2.05148308e+01
  9.27721187e-31 7.09564253e-31 2.41162023e-05 1.05338194e-01
  5.28634465e-31 3.73206300e-31 4.40566544e-01 1.75281016e+01
  2.73281340e-31 1.02504663e-31 2.82409800e-31 1.32865676e-31]]","[[-2.15735158e+00 -2.32732504e+00 -1.34564429e+00 -8.59148126e+00
  -2.54051162e-16 -8.73736623e-17  3.84277589e-03 -5.08902638e-01
  -1.32048926e-17  9.37824569e-17  1.29810164e+00  8.02988391e+00
   2.39551879e-16  2.09870326e-17  4.35577798e-16  5.16501822e-17]]",27
"[[1.27782087e+00 1.49334714e+00 5.16879747e-01 2.10926789e+01
  9.78205456e-31 7.05468765e-31 2.38762795e-05 1.05602028e-01
  5.28620463e-31 5.35623341e-31 4.56012626e-01 1.80624514e+01
  2.87866967e-31 1.01479616e-31 2.79585702e-31 1.41934320e-31]]","[[-2.17219472e+00 -2.34238538e+00 -1.34989549e+00 -8.61720401e+00
   1.58155693e-17 -2.38626294e-17  3.42329534e-03 -4.94305839e-01
   6.07264954e-17 -3.23209705e-16  1.30918771e+00  8.06929138e+00
   8.39971454e-17  1.88883293e-17  3.92020018e-16 -5.54819913e-17]]",28
"[[1.31829818e+00 1.53986631e+00 5.30853267e-01 2.16589622e+01
  1.04277060e-30 7.10300856e-31 2.36413215e-05 1.05709414e-01
  5.41863609e-31 5.46747464e-31 4.71423913e-01 1.85894130e+01
  2.86100703e-31 1.30827803e-31 2.97867317e-31 1.40514977e-31]]","[[-2.18574684e+00 -2.35604327e+00 -1.35326170e+00 -8.63707878e+00
   2.86900841e-16 -1.30502871e-16  3.01928328e-03 -4.78983995e-01
   1.90776402e-16 -4.19264571e-16  1.31958919e+00  8.10354367e+00
   4.22446897e-17 -1.57250276e-16  4.97998842e-16 -4.99337922e-17]]",29
"[[1.35846124e+00 1.58597470e+00 5.44561958e-01 2.22138218e+01
  1.04069353e-30 7.31052173e-31 2.34120373e-05 1.05670904e-01
  6.82726031e-31 5.46295998e-31 4.86804127e-01 1.91090654e+01
  2.83239696e-31 1.29519525e-31 2.95918738e-31 1.39109827e-31]]","[[-2.19813977e+00 -2.36844510e+00 -1.35583848e+00 -8.65169274e+00
   3.49592592e-16  4.94435677e-17  2.63292130e-03 -4.63000858e-01
  -2.10768307e-16 -4.48161903e-16  1.32938517e+00  8.13315744e+00
   3.80202207e-17 -1.41525249e-16  4.80294037e-16 -4.49404130e-17]]",30
"[[1.39831462e+00 1.63167980e+00 5.58010991e-01 2.27573983e+01
  1.07103159e-30 7.24889236e-31 2.31886184e-05 1.05497047e-01
  6.78278311e-31 5.81892626e-31 5.02157143e-01 1.96214864e+01
  3.64002984e-31 1.28224330e-31 2.92959550e-31 1.37718729e-31]]","[[-2.20949237e+00 -2.37972324e+00 -1.35771245e+00 -8.66157469e+00
   1.12779453e-16  7.83752355e-17  2.26618156e-03 -4.46413609e-01
  -2.38472007e-16 -2.00714058e-16  1.33864742e+00  8.15859774e+00
  -2.54910986e-16 -1.27372724e-16  4.32264633e-16 -4.04463717e-17]]",31
"[[1.43786296e+00 1.67698935e+00 5.71205638e-01 2.32898310e+01
  1.10291753e-30 7.37718755e-31 2.29708254e-05 1.05198396e-01
  7.22126825e-31 5.90655680e-31 5.17487004e-01 2.01267534e+01
  3.60936781e-31 1.50426627e-31 2.92694957e-31 1.38431775e-31]]","[[-2.21991186e+00 -2.38999746e+00 -1.35896222e+00 -8.66720088e+00
   3.07890119e-16  2.12236023e-16  1.92084833e-03 -4.29273508e-01
  -4.39638799e-16 -5.98867787e-17  1.34744113e+00  8.18028310e+00
  -2.53374558e-16  3.86112155e-17  4.40661830e-16 -8.21208027e-17]]",32
"[[1.47711097e+00 1.72191132e+00 5.84151280e-01 2.38112588e+01
  1.15669527e-30 7.84227236e-31 2.27580761e-05 1.04785507e-01
  7.39525702e-31 5.88979421e-31 5.32797933e-01 2.06249429e+01
  3.57327413e-31 1.50584003e-31 3.18538340e-31 1.45174206e-31]]","[[-2.22949493e+00 -2.39937619e+00 -1.35965918e+00 -8.66900025e+00
   5.31673137e-16  4.23145289e-16  1.59853719e-03 -4.11626473e-01
  -2.38766840e-16  1.11426384e-17  1.35582562e+00  8.19859022e+00
  -2.28037102e-16  7.55133297e-17  2.26977451e-16  1.62397595e-17]]",33
"[[1.51606342e+00 1.76645398e+00 5.96853407e-01 2.43218193e+01
  1.15734096e-30 7.79302667e-31 2.25495314e-05 1.04268944e-01
  7.43218913e-31 6.03076972e-31 5.48094342e-01 2.11161304e+01
  3.59716724e-31 1.49576563e-31 3.18008767e-31 1.43722464e-31]]","[[-2.23832889e+00 -2.40795772e+00 -1.35986830e+00 -8.66735923e+00
   3.67994996e-16  3.26814996e-16  1.30071216e-03 -3.93513609e-01
  -1.09588359e-16  1.51404980e-16  1.36385500e+00  8.21385811e+00
  -1.28015611e-16  4.56371057e-17  2.55814266e-16  1.46157835e-17]]",34
"[[1.55472519e+00 1.81062583e+00 6.09317623e-01 2.48216496e+01
  1.18431402e-30 7.86017928e-31 2.23441831e-05 1.03659287e-01
  7.38781959e-31 6.57875068e-31 5.63380852e-01 2.16003910e+01
  3.87852332e-31 1.48527378e-31 3.14828680e-31 1.42285239e-31]]","[[-2.24649255e+00 -2.41583120e+00 -1.35964873e+00 -8.66262591e+00
   5.27528029e-16  4.14583850e-16  1.02870088e-03 -3.74971673e-01
  -4.39007893e-17  3.82899569e-16  1.37157867e+00  8.22639189e+00
   6.29229054e-17  1.99409529e-17  2.30232840e-16  1.31542052e-17]]",35
"[[1.59310121e+00 1.85443568e+00 6.21549652e-01 2.53108857e+01
  1.17247375e-30 7.78443820e-31 2.21409401e-05 1.02967130e-01
  7.45512905e-31 6.67324303e-31 5.78662309e-01 2.20777988e+01
  3.83973809e-31 1.52032794e-31 3.11768648e-31 1.42285899e-31]]","[[-2.25405714e+00 -2.42307756e+00 -1.35905448e+00 -8.65511394e+00
   4.73081745e-16  3.90039110e-16  7.83708180e-04 -3.56033505e-01
  -1.58333126e-16  2.18007929e-16  1.37904191e+00  8.23646618e+00
   5.66306149e-17  8.85916711e-17  2.16603953e-16  4.95682475e-17]]",36
"[[1.63119651e+00 1.89789263e+00 6.33555338e-01 2.57896629e+01
  1.16545090e-30 7.73469650e-31 2.19387155e-05 1.02203092e-01
  7.40093185e-31 6.72185467e-31 5.93943796e-01 2.25484273e+01
  3.94023448e-31 1.51533652e-31 3.08650961e-31 1.45265152e-31]]","[[-2.26108704e+00 -2.42977040e+00 -1.35813489e+00 -8.64510593e+00
   4.94343930e-16  2.98023231e-16  5.66828009e-04 -3.36728406e-01
  -9.73843103e-17  3.03605494e-16  1.38628630e+00  8.24432814e+00
  -6.68856491e-17  4.77764913e-17  1.94943557e-16  1.10959835e-16]]",37
"[[1.66901624e+00 1.94100604e+00 6.45340654e-01 2.62581155e+01
  1.16216261e-30 7.65808416e-31 2.17365132e-05 1.01377815e-01
  7.33062771e-31 7.14348793e-31 6.09230657e-01 2.30123492e+01
  3.91466038e-31 1.57931222e-31 3.07207539e-31 1.44724904e-31]]","[[-2.26764054e+00 -2.43597672e+00 -1.35693518e+00 -8.63285659e+00
   5.36376561e-16  2.76791933e-16  3.79054074e-04 -3.17082480e-01
  -6.83970415e-17  5.21450109e-17  1.39335015e+00  8.25020020e+00
  -2.30107381e-17 -4.59556770e-17  1.34914190e-16  1.30069874e-16]]",38
"[[1.70656566e+00 1.98378564e+00 6.56911703e-01 2.67163771e+01
  1.17557670e-30 9.25735755e-31 2.15335144e-05 1.00501976e-01
  7.26371323e-31 7.53965173e-31 6.24528516e-01 2.34696365e+01
  3.89664503e-31 1.56351910e-31 3.04135463e-31 1.51121717e-31]]","[[-2.27377041e+00 -2.44175758e+00 -1.35549685e+00 -8.61859548e+00
   3.24512116e-16 -1.60259246e-16  2.21289159e-04 -2.97118946e-01
  -3.62753412e-17  2.63170810e-16  1.40026891e+00  8.25428259e+00
  -6.66784153e-17 -4.13601093e-17  1.21422771e-16  2.84961795e-17]]",39
"[[1.74385015e+00 2.02624142e+00 6.68274723e-01 2.71645802e+01
  1.16791944e-30 9.18107671e-31 2.13291637e-05 9.95862840e-02
  7.45303948e-31 7.50759056e-31 6.39843292e-01 2.39203605e+01
  4.12684156e-31 1.54788391e-31 3.01094109e-31 1.53842779e-31]]","[[-2.27952454e+00 -2.44716877e+00 -1.35385810e+00 -8.60252956e+00
   3.56080458e-16 -1.03869062e-16  9.43533533e-05 -2.76858414e-01
  -1.94500638e-16  1.71024142e-16  1.40707546e+00  8.25675551e+00
   1.04051296e-16 -3.72240984e-17  1.09280494e-16 -3.94094081e-17]]",40
"[[1.78087521e+00 2.06838374e+00 6.79436092e-01 2.76028566e+01
  1.18807265e-30 9.11889432e-31 2.11232555e-05 9.86414946e-02
  8.35058459e-31 7.44911811e-31 6.55181226e-01 2.43645918e+01
  4.08557314e-31 1.53240507e-31 3.13787785e-31 1.61920870e-31]]","[[-2.28494639e+00 -2.45226128e+00 -1.35205416e+00 -8.58484543e+00
   1.42056026e-16 -1.47914118e-16 -1.00875977e-06 -2.56319137e-01
  -4.86831828e-16  1.13174385e-16  1.41380050e+00  8.25778118e+00
   9.36461666e-17 -3.35016885e-17  2.23670511e-16  6.25953848e-17]]",41
"[[1.81764652e+00 2.11022326e+00 6.90402335e-01 2.80313372e+01
  1.19241754e-30 9.12734504e-31 2.09160190e-05 9.76784087e-02
  8.46557810e-31 7.49961473e-31 6.70548902e-01 2.48024004e+01
  4.04471741e-31 1.52035607e-31 3.44533126e-31 1.60301661e-31]]","[[-2.29007552e+00 -2.45708186e+00 -1.35011766e+00 -8.56571135e+00
   2.55230243e-16 -2.32942373e-16 -6.41218303e-05 -2.35517240e-01
  -5.79038446e-16  2.13654887e-16  1.42047277e+00  8.25750560e+00
   8.42815500e-17 -4.82486089e-17  1.72295120e-17  5.63358463e-17]]",42
"[[1.85416991e+00 2.15177101e+00 7.01180121e-01 2.84501521e+01
  1.22890338e-30 9.11231802e-31 2.07082031e-05 9.67078816e-02
  8.41696148e-31 7.48050471e-31 6.85953267e-01 2.52338554e+01
  4.00427023e-31 1.50515251e-31 3.43448826e-31 1.58698645e-31]]","[[-2.29494796e+00 -2.46167345e+00 -1.34807886e+00 -8.54527909e+00
   9.68446598e-18 -1.22328935e-16 -9.43743149e-05 -2.14466919e-01
  -4.61101976e-16  1.17532373e-16  1.42711932e+00  8.25606024e+00
   7.58533950e-17 -4.34237480e-17 -3.30838877e-17  5.07022616e-17]]",43
"[[1.89045138e+00 2.19303834e+00 7.11776274e-01 2.88594302e+01
  1.26113320e-30 9.16117049e-31 2.05011604e-05 9.57408286e-02
  8.37241660e-31 7.42257609e-31 7.01401655e-01 2.56590256e+01
  3.97558356e-31 1.50269558e-31 3.40014338e-31 1.64635108e-31]]","[[-2.29959664e+00 -2.46607554e+00 -1.34596594e+00 -8.52368556e+00
  -2.02278898e-16  8.21526560e-18 -9.12138182e-05 -1.93180632e-01
  -3.52043597e-16  6.46982062e-17  1.43376575e+00  8.25356343e+00
   1.01966760e-16 -3.59251043e-18 -2.97754989e-17  1.32369857e-16]]",44
