v,m,t
"[[5.09059913e-02 6.02697362e-02 2.31201403e-02 9.46898249e-01
  1.12255282e-32 1.66937578e-32 4.35446843e-06 8.55723766e-03
  1.94191406e-33 1.28850026e-35 1.73738692e-02 7.66230366e-01
  1.38305894e-32 4.72622612e-33 9.94955341e-33 1.40985975e-32]]","[[-2.25623561e-01 -2.45498954e-01 -1.52053084e-01 -9.73086969e-01
   1.05950593e-16  1.29204326e-16  2.08673631e-03 -9.25053386e-02
  -4.40671540e-17  3.58956859e-18  1.31809974e-01  8.75345855e-01
   1.17603526e-16 -6.87475536e-17  9.97474481e-17 -1.18737515e-16]]",1
"[[1.01393842e-01 1.19993458e-01 4.58667534e-02 1.87805872e+00
  3.61420869e-32 2.68624427e-32 8.14831075e-06 1.66628976e-02
  3.09118352e-33 8.26332799e-33 3.46541772e-02 1.52268363e+00
  8.97129140e-32 6.49971554e-33 9.85005788e-33 1.39576115e-32]]","[[-4.28886160e-01 -4.66563429e-01 -2.88432123e-01 -1.84563881e+00
  -6.28494407e-17  1.46196294e-17  3.83698764e-03 -1.73760232e-01
  -5.47435073e-18  9.40632701e-17  2.50742740e-01  1.66194831e+00
   3.81561563e-16 -1.04543065e-16  8.97727033e-17 -1.06863764e-16]]",2
"[[1.51466258e-01 1.79174116e-01 6.82425947e-02 2.79364943e+00
  8.86429876e-32 3.78354001e-32 1.14340761e-05 2.43285210e-02
  7.03074718e-32 3.36188684e-32 5.18418119e-02 2.26945604e+00
  8.88157848e-32 8.17135161e-33 9.75155730e-33 1.38180354e-32]]","[[-6.12020451e-01 -6.65631713e-01 -4.10699827e-01 -2.62770375e+00
  -2.86482573e-16  1.19183993e-16  5.28829526e-03 -2.44884222e-01
  -2.64247567e-16 -7.48365480e-17  3.58085144e-01  2.36867916e+00
   3.43405407e-16 -5.24158270e-17  8.07954330e-17 -9.61773872e-17]]",3
"[[2.01126029e-01 2.37814764e-01 9.02504999e-02 3.69383724e+00
  1.00658676e-31 6.92828563e-32 1.42608383e-05 3.15655851e-02
  6.97030395e-32 4.59191111e-32 6.89377576e-02 3.00664333e+00
  8.79276270e-32 8.91384763e-33 2.24671601e-32 1.44952607e-32]]","[[-7.77036076e-01 -8.44898543e-01 -5.20262945e-01 -3.32832546e+00
  -1.44246822e-16  2.85663492e-16  6.47443017e-03 -3.06884812e-01
  -2.47754698e-16 -1.79764776e-16  4.54995746e-01  3.00352327e+00
   3.09064866e-16 -1.84651945e-17 -4.04791560e-17 -1.15114957e-16]]",4
"[[2.50376029e-01 2.95918568e-01 1.11893385e-01 4.57878792e+00
  1.65138137e-31 1.29105626e-31 1.66743378e-05 3.83855049e-02
  7.52332916e-32 1.06234441e-31 8.59430951e-02 3.73434067e+00
  8.70678921e-32 8.84517138e-33 3.97380432e-32 1.43503081e-32]]","[[-9.25741965e-01 -1.00633948e+00 -6.18387875e-01 -3.95564345e+00
   1.26080278e-16  1.10979592e-17  7.42577039e-03 -3.60668667e-01
  -3.01892361e-16 -4.08313187e-16  5.42517655e-01  3.57366722e+00
   2.73737810e-16 -1.20951559e-17  9.58395224e-17 -1.03603461e-16]]",5
"[[2.99219214e-01 3.53488804e-01 1.33174248e-01 5.44866610e+00
  1.63705876e-31 1.38961306e-31 1.87171199e-05 4.47996351e-02
  7.48122110e-32 1.05316248e-31 1.02859003e-01 4.45264267e+00
  8.61972132e-32 8.75671966e-33 3.93406628e-32 1.42068050e-32]]","[[-1.05976641e+00 -1.15173281e+00 -7.06214705e-01 -4.51698352e+00
   1.28274968e-16  1.15566269e-16  8.16964062e-03 -4.07051696e-01
  -2.89903464e-16 -3.55475533e-16  6.21590076e-01  4.08557917e+00
   2.46364029e-16 -1.08856403e-17  8.62555701e-17 -9.32431149e-17]]",6
"[[3.47658624e-01 4.10528866e-01 1.54096169e-01 6.30363533e+00
  1.62368898e-31 1.38689973e-31 2.04286711e-05 5.08192727e-02
  1.05930991e-31 1.12832475e-31 1.19686757e-01 5.16164340e+00
  8.63479797e-32 9.38745659e-33 4.60572093e-32 1.40647369e-32]]","[[-1.18057514e+00 -1.28267931e+00 -7.84769852e-01 -5.01893914e+00
   9.81246340e-17  7.05689553e-17  8.73061794e-03 -4.46768128e-01
  -4.39426149e-16 -2.27356986e-16  6.93058702e-01  4.54508068e+00
   2.53551181e-16 -3.65982726e-17  1.61950551e-16 -8.39188034e-17]]",7
"[[3.95697382e-01 4.67042266e-01 1.74662309e-01 7.14385808e+00
  1.75169857e-31 1.72133934e-31 2.18455522e-05 5.64556583e-02
  1.30463921e-31 1.18248487e-31 1.36427733e-01 5.86143640e+00
  8.54844999e-32 2.52018601e-32 4.68943980e-32 1.39240896e-32]]","[[-1.28948754e+00 -1.40062001e+00 -8.54977439e-01 -5.46744467e+00
   2.08414825e-16 -1.23118221e-16  9.13080701e-03 -4.80478676e-01
  -5.55459280e-16 -1.23724212e-16  7.57685067e-01  4.95741137e+00
   2.28196062e-16 -1.59066468e-16  1.09731049e-16 -7.55269230e-17]]",8
"[[4.43338695e-01 5.23032643e-01 1.94875914e-01 7.96949574e+00
  1.82515609e-31 2.39848915e-31 2.30015282e-05 6.17199786e-02
  1.44987811e-31 1.17569931e-31 1.53083405e-01 6.55211462e+00
  1.51448197e-31 2.84557482e-32 4.64254540e-32 1.37848487e-32]]","[[-1.38769135e+00 -1.50685214e+00 -9.17669533e-01 -5.86784129e+00
   2.82953903e-16  1.52701324e-16  9.39008782e-03 -5.08777890e-01
  -6.25724838e-16 -8.89034184e-17  8.16154962e-01  5.32728711e+00
  -5.31163718e-17 -8.39491237e-17  9.87579444e-17 -6.79742307e-17]]",9
"[[4.90585847e-01 5.78503759e-01 2.14740311e-01 8.78070866e+00
  1.86295885e-31 2.47820796e-31 2.39276963e-05 6.66233683e-02
  1.56084428e-31 1.46564343e-31 1.69655343e-01 7.23377045e+00
  1.68200453e-31 4.30117132e-32 5.54653155e-32 1.36470002e-32]]","[[-1.47625576e+00 -1.60254355e+00 -9.73595356e-01 -6.22493633e+00
   1.79789081e-16  3.55961797e-17  9.52633871e-03 -5.32200771e-01
  -6.75163492e-16 -2.53708532e-16  8.69086009e-01  5.65895239e+00
   8.73497604e-17  4.62674718e-17 -8.60690630e-18 -6.11768077e-17]]",10
