v,m,t
"[[6.95861441e-02 3.19529937e-01 7.18077651e-02 1.68779590e-01
  1.20621782e-04 4.13434540e-01 1.87882541e-03 5.51564766e-32
  7.97264477e-32 1.06583668e-31 7.89498156e-32 7.58720353e-32
  4.15968821e-03 7.84383891e-01 2.65610200e-32 5.27265738e-32
  5.67631673e-32 6.24961885e-32 4.58607488e-32 2.05752005e-01
  2.06566545e-02 0.00000000e+00 1.10611746e-32 0.00000000e+00
  1.81356916e-32 1.34705852e-32 0.00000000e+00 6.90900049e-33]]","[[ 5.56676328e-01  1.19870032e+00  5.66287853e-01 -8.72679460e-01
  -1.86629405e-02  1.36292264e+00 -9.15587110e-02 -6.82109358e-17
   5.14509039e-17 -1.98751399e-16 -1.42657893e-16 -3.76599290e-16
   1.32268061e-01  1.87994121e+00  1.53697110e-16  5.17987151e-17
  -4.38171121e-16 -1.14212202e-17  1.73960851e-16  9.61334080e-01
   3.03323996e-01  0.00000000e+00 -8.62522676e-18  0.00000000e+00
  -1.21319294e-16  1.93182422e-17  0.00000000e+00  3.24184826e-17]]",11
"[[7.51267092e-02 3.46778645e-01 7.76459783e-02 1.83506612e-01
  1.19746829e-04 4.48471485e-01 2.02960256e-03 5.74812778e-32
  8.22472725e-32 1.10233724e-31 7.83591732e-32 8.24838512e-32
  4.38561629e-03 8.52193149e-01 3.24765636e-32 5.22054910e-32
  6.65703803e-32 6.22123374e-32 4.97928087e-32 2.23145444e-01
  2.22969635e-02 0.00000000e+00 1.27655812e-32 0.00000000e+00
  1.79543347e-32 2.01827527e-32 0.00000000e+00 7.00396949e-33]]","[[ 5.79979743e-01  1.25331239e+00  5.90629994e-01 -9.13531837e-01
  -1.73722025e-02  1.42454776e+00 -9.54245683e-02 -1.15021604e-16
  -1.12970446e-17 -2.47548614e-16 -1.14290483e-16 -4.24791188e-16
   1.35397445e-01  1.96699817e+00  5.97070854e-17  4.91054018e-17
  -2.92497027e-16  8.19008794e-18  2.22826877e-16  1.00466737e+00
   3.15966886e-01  0.00000000e+00 -5.03657364e-17  0.00000000e+00
  -1.09187364e-16  1.00132254e-16  0.00000000e+00  4.19851864e-17]]",12
"[[8.05432150e-02 3.73743076e-01 8.33783913e-02 1.98127278e-01
  1.18566793e-04 4.83102808e-01 2.17676976e-03 1.06372743e-31
  1.29837168e-31 1.15133619e-31 7.94350212e-32 8.20178080e-32
  4.59212655e-03 9.19438335e-01 3.29112720e-32 5.16992983e-32
  7.10722543e-32 6.22676981e-32 5.43076119e-32 2.40327201e-01
  2.38972914e-02 0.00000000e+00 1.26828434e-32 0.00000000e+00
  2.07329357e-32 2.18924426e-32 0.00000000e+00 8.12169184e-33]]","[[ 6.00516939e-01  1.30242948e+00  6.12244580e-01 -9.50458552e-01
  -1.57670138e-02  1.47987073e+00 -9.88228696e-02  1.18890714e-16
   2.09860767e-16 -3.00267827e-16 -5.97402134e-17 -3.63370175e-16
   1.37680672e-01  2.04555663e+00  8.12949348e-17  4.81776042e-17
  -3.35133191e-16  3.33996023e-17  2.71344834e-16  1.04353193e+00
   3.27070286e-01  0.00000000e+00 -3.86270726e-17  0.00000000e+00
  -4.38798023e-17  4.63981255e-17  0.00000000e+00  7.22505916e-17]]",13
"[[8.58371429e-02 4.00428406e-01 8.90076302e-02 2.12640049e-01
  1.17481306e-04 5.17334431e-01 2.32019811e-03 1.07494189e-31
  1.30195231e-31 1.21916702e-31 9.46419784e-32 8.12407321e-32
  4.78069152e-03 9.86123744e-01 3.33689554e-32 5.50183031e-32
  7.60087577e-32 6.81350885e-32 5.84682202e-32 2.57299242e-01
  2.54574861e-02 0.00000000e+00 3.24283208e-32 0.00000000e+00
  2.05433453e-32 2.17629768e-32 0.00000000e+00 8.04047492e-33]]","[[ 6.18563645e-01  1.34660775e+00  6.31413050e-01 -9.83841835e-01
  -1.38737994e-02  1.52952640e+00 -1.01793444e-01  6.02558064e-17
   1.48175365e-16 -1.81165683e-16  7.27300823e-17 -3.33598383e-16
   1.39225548e-01  2.11646383e+00  1.01215327e-16  1.05295276e-16
  -3.76767899e-16 -5.05013126e-17  3.12793762e-16  1.07837397e+00
   3.36779854e-01  0.00000000e+00  1.06204801e-16  0.00000000e+00
  -4.37035892e-17  5.12165726e-17  0.00000000e+00  6.50255324e-17]]",14
"[[9.10099320e-02 4.26840440e-01 9.45365224e-02 2.27043106e-01
  1.16900864e-04 5.51172885e-01 2.45973354e-03 1.06909012e-31
  1.97579070e-31 1.21225366e-31 9.37001380e-32 8.84409590e-32
  4.95281367e-03 1.05225360e+00 3.60979141e-32 5.54719779e-32
  9.27756358e-32 7.17567838e-32 5.86341547e-32 2.74063678e-01
  2.69773712e-02 0.00000000e+00 3.21040376e-32 0.00000000e+00
  2.34849172e-32 2.28712230e-32 0.00000000e+00 7.96007017e-33]]","[[ 6.34367827e-01  1.38634972e+00  6.48390210e-01 -1.01402459e+00
  -1.17154646e-02  1.57408780e+00 -1.04370957e-01  3.20995912e-17
   3.95437571e-16 -1.40074549e-16  6.75970241e-17 -2.10725225e-16
   1.40132999e-01  2.18048228e+00  3.57525958e-17  1.26449464e-16
  -2.06701662e-16 -1.11048789e-16  3.08911772e-16  1.10959565e+00
   3.45226208e-01  0.00000000e+00  9.55843206e-17  0.00000000e+00
  -9.54314064e-17  8.25074950e-17  0.00000000e+00  5.85229792e-17]]",15
"[[9.60629759e-02 4.52985652e-01 9.99681045e-02 2.41334343e-01
  1.17250237e-04 5.84625342e-01 2.59519643e-03 1.24747774e-31
  1.99093439e-31 1.29568125e-31 9.54008917e-32 1.22755633e-31
  5.11002046e-03 1.11783206e+00 3.62470333e-32 5.99225351e-32
  9.40853554e-32 7.46959958e-32 7.41534104e-32 2.90622767e-01
  2.84567457e-02 0.00000000e+00 4.08617917e-32 0.00000000e+00
  4.56589294e-32 2.60307129e-32 0.00000000e+00 9.05861562e-33]]","[[ 6.48152435e-01  1.42210975e+00  6.63406980e-01 -1.04131427e+00
  -9.31169164e-03  1.61407250e+00 -1.06585352e-01 -1.08616194e-16
   4.14971384e-16 -2.23816836e-16  9.47824200e-18 -3.77266892e-16
   1.40497979e-01  2.23829813e+00  5.47626937e-17  4.30565358e-17
  -1.38729530e-16 -1.60415224e-16  1.51112765e-16  1.13755954e+00
   3.52526406e-01  0.00000000e+00 -9.25681994e-18  0.00000000e+00
  -2.35584162e-16  1.60484801e-17  0.00000000e+00  8.69948149e-17]]",16
"[[1.00997621e-01 4.78871184e-01 1.05305618e-01 2.55511365e-01
  1.18971995e-04 6.17699609e-01 2.72638325e-03 1.24447225e-31
  1.97158897e-31 1.32877300e-31 9.44509166e-32 1.22340797e-31
  5.25385470e-03 1.18286314e+00 4.52381757e-32 6.59011840e-32
  1.12777300e-31 7.43340229e-32 7.34532630e-32 3.06978910e-01
  2.98953861e-02 0.00000000e+00 4.04531738e-32 0.00000000e+00
  5.68925195e-32 2.61845916e-32 0.00000000e+00 9.26235260e-33]]","[[ 6.60117883e-01  1.45429885e+00  6.76672778e-01 -1.06598644e+00
  -6.67926998e-03  1.64994810e+00 -1.08462318e-01 -6.69823657e-17
   3.65964739e-16 -1.33576060e-16  1.05388509e-17 -3.11031959e-16
   1.40410073e-01  2.29052882e+00  1.46000502e-16  1.19854977e-16
   1.52605100e-17 -1.63994789e-16  1.29568235e-16  1.16259253e+00
   3.58785304e-01  0.00000000e+00 -8.33113795e-18  0.00000000e+00
  -1.03904612e-16  3.47951861e-17  0.00000000e+00  9.54511819e-17]]",17
"[[1.05815166e-01 5.04504793e-01 1.10552484e-01 2.69571528e-01
  1.22529714e-04 6.50404088e-01 2.85307088e-03 1.27923554e-31
  2.11635015e-31 1.63702056e-31 1.01793226e-31 1.26987434e-31
  5.38585932e-03 1.24735077e+00 1.45762370e-31 8.06245315e-32
  1.11703598e-31 7.38882173e-32 7.73043872e-32 3.23134625e-01
  3.12930517e-02 0.00000000e+00 4.10848265e-32 0.00000000e+00
  5.63235944e-32 2.64426428e-32 0.00000000e+00 1.05014815e-32]]","[[ 6.70444301e-01  1.48328892e+00  6.88377551e-01 -1.08828805e+00
  -3.83248118e-03  1.68213715e+00 -1.10023804e-01 -1.28992216e-16
   4.57616878e-16  5.90955975e-17 -8.15469981e-17 -2.03312541e-16
   1.39953733e-01  2.33772991e+00 -1.86367665e-16  2.31895119e-16
   6.38113969e-18 -1.64844504e-16  1.84328890e-16  1.18498934e+00
   3.64096814e-01  0.00000000e+00 -3.96878428e-17  0.00000000e+00
  -9.35141511e-17  5.41169217e-17  0.00000000e+00  4.94128806e-17]]",18
"[[1.10516871e-01 5.29894733e-01 1.15712260e-01 2.83511987e-01
  1.28410286e-04 6.82747656e-01 2.97502390e-03 1.30663549e-31
  2.09670109e-31 1.63168153e-31 1.24642140e-31 1.26547814e-31
  5.50755636e-03 1.31129870e+00 1.64478926e-31 8.64196959e-32
  1.10707114e-31 7.43991832e-32 7.68434217e-32 3.39092512e-01
  3.26494933e-02 0.00000000e+00 4.06739782e-32 0.00000000e+00
  5.57603584e-32 4.82590571e-32 0.00000000e+00 1.03964667e-32]]","[[ 6.79293592e-01  1.50941630e+00  6.98693450e-01 -1.10844054e+00
  -7.83549493e-04  1.71102140e+00 -1.11288605e-01 -5.26955941e-17
   4.24161468e-16  8.63992592e-17  8.10966854e-17 -2.11795411e-16
   1.39208100e-01  2.38040120e+00 -2.56950572e-17  2.89954667e-16
   1.67226099e-17 -1.83713244e-16  1.48230263e-16  1.20501562e+00
   3.68545083e-01  0.00000000e+00 -3.57190585e-17  0.00000000e+00
  -8.41627360e-17  1.97301463e-16  0.00000000e+00  4.44715925e-17]]",19
"[[1.15103962e-01 5.55049576e-01 1.20788570e-01 2.97329793e-01
  1.37124734e-04 7.14739504e-01 3.09200466e-03 1.37051176e-31
  2.16134245e-31 1.66228787e-31 1.37543101e-31 1.25472480e-31
  5.62042148e-03 1.37471056e+00 1.63790781e-31 8.60520749e-32
  1.13534535e-31 8.11975779e-32 7.60961706e-32 3.54855195e-01
  3.39644654e-02 0.00000000e+00 4.02724560e-32 0.00000000e+00
  5.56563892e-32 5.54427691e-32 0.00000000e+00 1.04106442e-32]]","[[ 6.86811293e-01  1.53298481e+00  7.07776196e-01 -1.12664270e+00
   2.45685403e-03  1.73694546e+00 -1.12273002e-01 -1.35142981e-16
   4.74270109e-16  1.46259806e-16 -4.59557521e-17 -1.76826578e-16
   1.38246483e-01  2.41899232e+00 -5.40552186e-17  2.83243186e-16
  -4.76751853e-17 -2.52188834e-16  1.38009748e-16  1.22291061e+00
   3.72205597e-01  0.00000000e+00 -3.44313585e-17  0.00000000e+00
  -9.70451574e-17  2.65128742e-16  0.00000000e+00  5.08937593e-17]]",20
"[[1.19577640e-01 5.79977981e-01 1.25785023e-01 3.11021997e-01
  1.49207146e-04 7.46388921e-01 3.20378496e-03 1.35863945e-31
  2.29682949e-31 1.65038679e-31 1.59411765e-31 1.46961883e-31
  5.72585713e-03 1.43758979e+00 1.62152900e-31 9.25857701e-32
  1.13139460e-31 8.08631661e-32 7.53395831e-32 3.70425257e-01
  3.52377406e-02 0.00000000e+00 3.98697315e-32 0.00000000e+00
  5.66689981e-32 5.57433828e-32 0.00000000e+00 1.25800714e-32]]","[[ 6.93128286e-01  1.55426840e+00  7.15766199e-01 -1.14307337e+00
   5.87909167e-03  1.76021998e+00 -1.12991426e-01 -1.08090569e-16
   5.52182823e-16  1.09904112e-16 -1.93820320e-16 -3.09955482e-16
   1.37135602e-01  2.45390773e+00 -4.88140487e-17  1.68929240e-16
  -7.01155683e-17 -2.05116714e-16  1.26300235e-16  1.23888963e+00
   3.75146211e-01  0.00000000e+00 -3.09882226e-17  0.00000000e+00
  -1.26953427e-16  2.67856958e-16  0.00000000e+00  9.34859693e-17]]",21
"[[1.23939099e-01 6.04688456e-01 1.30705124e-01 3.24585767e-01
  1.65211710e-04 7.77705070e-01 3.31015766e-03 1.76821178e-31
  2.28242245e-31 1.63645053e-31 1.61414871e-31 1.52306598e-31
  5.82516817e-03 1.49993971e+00 1.82885293e-31 9.56681973e-32
  1.12352341e-31 8.77267356e-32 9.57657440e-32 3.85805179e-01
  3.64691242e-02 0.00000000e+00 3.94710342e-32 0.00000000e+00
  5.61896986e-32 5.53515147e-32 0.00000000e+00 1.33812079e-32]]","[[ 6.98362324e-01  1.57351341e+00  7.22789527e-01 -1.15789384e+00
   9.47408046e-03  1.78112446e+00 -1.13457085e-01 -3.02989733e-16
   5.26224154e-16  1.14937449e-16 -1.14461431e-16 -1.96410955e-16
   1.35934819e-01  2.48551120e+00  1.05579635e-16  8.87252989e-17
  -4.45493290e-17 -9.70139402e-17 -3.18617668e-17  1.25314615e+00
   3.77428085e-01  0.00000000e+00 -2.78894003e-17  0.00000000e+00
  -1.23606373e-16  2.53938497e-16  0.00000000e+00  5.36917293e-17]]",22
"[[1.28189530e-01 6.29189133e-01 1.35552201e-01 3.38018490e-01
  1.85708284e-04 8.08696780e-01 3.41094644e-03 1.84791663e-31
  2.28236246e-31 1.73576645e-31 1.59830210e-31 1.79634594e-31
  5.91954367e-03 1.56176345e+00 1.84364087e-31 1.27529297e-31
  1.24623466e-31 8.70788635e-32 1.07303921e-31 4.00997276e-01
  3.76584670e-02 0.00000000e+00 3.90763238e-32 0.00000000e+00
  5.56494834e-32 5.84581385e-32 0.00000000e+00 1.41554447e-32]]","[[ 7.02619422e-01  1.59094068e+00  7.28958825e-01 -1.17125003e+00
   1.32329120e-02  1.79990986e+00 -1.13682477e-01 -3.71375598e-16
   5.21313619e-16  2.10998541e-16 -1.08445606e-16 -3.46625864e-16
   1.34695575e-01  2.51412996e+00  1.52533814e-16 -1.01304019e-16
  -1.55829645e-16 -7.21667468e-17 -1.40460360e-16  1.26585381e+00
   3.79106516e-01  0.00000000e+00 -2.51004603e-17  0.00000000e+00
  -1.06589372e-16  2.89043729e-16  0.00000000e+00  7.84564058e-17]]",23
"[[1.32330129e-01 6.53487605e-01 1.40329340e-01 3.51317849e-01
  2.11277227e-04 8.39372386e-01 3.50601234e-03 1.83321767e-31
  2.41533377e-31 1.75899595e-31 1.62800518e-31 1.80940150e-31
  6.01004723e-03 1.62306401e+00 1.95553439e-31 1.40157998e-31
  1.26314668e-31 9.07425492e-32 1.06419885e-31 4.16003660e-01
  3.88056752e-02 0.00000000e+00 3.86855606e-32 0.00000000e+00
  5.67996711e-32 5.81329130e-32 0.00000000e+00 1.40138903e-32]]","[[ 7.05995070e-01  1.60674762e+00  7.34374252e-01 -1.18327434e+00
   1.71466071e-02  1.81680100e+00 -1.13679763e-01 -3.53680787e-16
   3.44364412e-16  2.53606738e-16 -3.00095569e-17 -3.67658001e-16
   1.33461172e-01  2.54005825e+00  2.51442568e-16 -2.09088813e-16
  -8.60485538e-17  2.38843324e-18 -1.40162151e-16  1.27716824e+00
   3.80231653e-01  0.00000000e+00 -2.25904143e-17  0.00000000e+00
  -1.37242450e-16  2.76243884e-16  0.00000000e+00  7.06107652e-17]]",24
"[[1.36362104e-01 6.77590823e-01 1.45039355e-01 3.64481872e-01
  2.42504254e-04 8.69739637e-01 3.59525683e-03 1.89591457e-31
  2.40271167e-31 1.74463955e-31 1.87496908e-31 1.79131197e-31
  6.09761577e-03 1.68384424e+00 1.94324212e-31 1.56118734e-31
  1.25357039e-31 9.22117867e-32 1.05777046e-31 4.30826218e-01
  3.99107148e-02 0.00000000e+00 3.82987050e-32 0.00000000e+00
  5.62316744e-32 6.40976126e-32 0.00000000e+00 1.38737514e-32]]","[[ 7.08575315e-01  1.62111027e+00  7.39124474e-01 -1.19408714e+00
   2.12060091e-02  1.83199897e+00 -1.13460985e-01 -4.08328860e-16
   3.43885636e-16  2.10263953e-16 -1.89256547e-16 -3.31561804e-16
   1.32266968e-01  2.56356075e+00  2.53248400e-16 -5.64137872e-17
  -9.49227575e-17 -4.66014406e-17 -1.46672997e-16  1.28722875e+00
   3.80849092e-01  0.00000000e+00 -2.03313729e-17  0.00000000e+00
  -1.23518205e-16  1.67711964e-16  0.00000000e+00  6.35496887e-17]]",25
