v,m,t
"[[7.01053160e-03 3.05971299e-02 7.13596822e-03 1.58500800e-02
  2.78415451e-05 3.97721847e-02 1.87064118e-04 2.28360653e-33
  1.80393319e-32 1.85133280e-32 5.22198422e-34 2.01543471e-33
  5.28936948e-04 7.43034188e-02 1.51767935e-32 9.50620719e-34
  1.07654227e-35 4.70175209e-34 8.81792079e-34 1.98222656e-02
  2.07488944e-03 0.00000000e+00 1.25853961e-33 0.00000000e+00
  5.56677025e-34 3.45542460e-33 0.00000000e+00 6.15771835e-35]]","[[ 8.37289173e-02  1.74920353e-01  8.44746602e-02 -1.25897101e-01
  -5.27650880e-03  1.99429649e-01 -1.36771385e-02 -4.77870959e-17
  -1.34310580e-16 -1.36063691e-16 -2.28516612e-17 -4.48935932e-17
   2.29986293e-02  2.72586535e-01  1.23194129e-16 -3.08321378e-17
   3.28107036e-18  2.16835239e-17  2.96949841e-17  1.40791568e-01
   4.55509543e-02  0.00000000e+00  3.54759018e-17  0.00000000e+00
  -2.35940040e-17 -5.87828597e-17  0.00000000e+00 -7.84711307e-18]]",1
"[[1.38791658e-02 6.08779604e-02 1.41454383e-02 3.15992949e-02
  5.11572413e-05 7.90980779e-02 3.70876020e-04 1.17177929e-32
  2.54290153e-32 4.31024050e-32 7.61159010e-33 4.56971648e-33
  1.02393775e-03 1.47994568e-01 1.52251312e-32 1.70165524e-33
  9.24523284e-33 3.51936671e-33 1.48197208e-32 3.94173826e-02
  4.11047206e-03 0.00000000e+00 1.37827369e-33 0.00000000e+00
  4.26569781e-33 3.44463623e-33 0.00000000e+00 6.10821232e-35]]","[[ 1.58655122e-01  3.32319146e-01  1.60174861e-01 -2.39433184e-01
  -9.60623495e-03  3.78794523e-01 -2.59359629e-02  5.42388368e-17
  -3.38733340e-17 -2.79855576e-16  6.36630345e-17  1.03346676e-17
   4.30659337e-02  5.18154169e-01  1.25020589e-16 -5.53268268e-17
  -9.31437331e-17 -3.57468702e-17 -9.13708589e-17  2.67401215e-01
   8.63426506e-02  0.00000000e+00  2.04252913e-17  0.00000000e+00
  -8.21820199e-17 -5.77795996e-17  0.00000000e+00 -6.71496603e-18]]",2
"[[2.06075828e-02 9.08443592e-02 2.10299413e-02 4.72476554e-02
  7.03326356e-05 1.17980312e-01 5.51449164e-04 1.65608852e-32
  3.09284803e-32 5.11365074e-32 7.64934388e-33 2.01460747e-32
  1.48623254e-03 2.21077793e-01 1.57213694e-32 1.33497770e-32
  1.73005882e-32 5.74237953e-33 3.88301864e-32 5.87864813e-02
  6.10672753e-03 0.00000000e+00 1.36449095e-33 0.00000000e+00
  6.46670873e-33 5.01184891e-33 0.00000000e+00 6.04713020e-35]]","[[ 2.25658233e-01  4.73944826e-01  2.27978359e-01 -3.41839988e-01
  -1.30826112e-02  5.40096434e-01 -3.69174137e-02 -2.16142327e-17
  -1.06339512e-16 -3.43876140e-16  6.79677047e-17 -1.15687020e-16
   6.04971912e-02  7.39401328e-01  8.70530732e-17  5.82111256e-17
  -1.74094567e-16 -7.96927733e-17  7.31967994e-17  3.81243001e-01
   1.22845512e-01  0.00000000e+00  1.83827622e-17  0.00000000e+00
  -1.21331190e-16 -1.19809070e-17  0.00000000e+00 -6.04346943e-18]]",3
"[[2.71974573e-02 1.20498309e-01 2.77910474e-02 6.27951101e-02
  8.57521811e-05 1.56421644e-01 7.28791794e-04 1.68871748e-32
  3.28057208e-32 5.79586695e-32 3.09596447e-32 2.85330208e-32
  1.91706412e-03 2.93557453e-01 2.16347198e-32 1.65245928e-32
  1.91216763e-32 2.58574260e-32 4.08755434e-32 7.79307254e-02
  8.06363127e-03 0.00000000e+00 1.35084604e-33 0.00000000e+00
  7.34658849e-33 1.18330599e-32 0.00000000e+00 1.11884696e-33]]","[[ 2.85529964e-01  6.01371376e-01  2.88675466e-01 -4.34225856e-01
  -1.57896797e-02  6.85137375e-01 -4.67481396e-02  2.72597588e-18
  -4.89452641e-17 -3.95124541e-16 -9.17564809e-17 -1.96791976e-16
   7.55589359e-02  9.38756711e-01  1.56261590e-16  1.09907954e-16
  -2.01340390e-16 -2.13753318e-16  1.15209248e-16  4.83589726e-01
   1.55482793e-01  0.00000000e+00  1.65444860e-17  0.00000000e+00
  -7.84645897e-17  7.21106664e-17  0.00000000e+00 -3.79811011e-17]]",4
"[[3.36504573e-02 1.49841929e-01 3.44303731e-02 7.82415373e-02
  9.77991951e-05 1.94424974e-01 9.02906044e-04 1.80337741e-32
  4.02527066e-32 8.84779857e-32 3.40681884e-32 3.84406339e-32
  2.31768931e-03 3.65437923e-01 2.19596597e-32 2.96852727e-32
  1.94635634e-32 3.06980430e-32 4.13089585e-32 9.68513162e-02
  9.98115356e-03 0.00000000e+00 5.03090397e-33 0.00000000e+00
  9.19315558e-33 1.27290148e-32 0.00000000e+00 7.06758309e-33]]","[[ 3.38982910e-01  7.16015826e-01  3.42977843e-01 -5.17588042e-01
  -1.78030001e-02  8.15539564e-01 -5.55418879e-02  3.87228004e-17
   4.41254665e-17 -1.79263277e-16 -2.41159705e-17 -7.61526709e-17
   8.84919622e-02  1.11840626e+00  1.63901009e-16  2.14355133e-16
  -2.04295394e-16 -2.63786607e-16  1.32708498e-16  5.75587079e-01
   1.84635281e-01  0.00000000e+00 -4.58846810e-17  0.00000000e+00
  -2.67999500e-17  9.67474494e-17  0.00000000e+00  4.30175570e-17]]",5
"[[3.99682420e-02 1.78877499e-01 4.09495895e-02 9.35867337e-02
  1.06855904e-04 2.31993368e-01 1.07378685e-03 5.00438372e-32
  4.09045544e-32 8.78790129e-32 3.38594155e-32 3.85844805e-32
  2.68938048e-03 4.36723587e-01 2.23317380e-32 5.32078750e-32
  1.95824171e-32 3.19244100e-32 4.11332319e-32 1.15549500e-01
  1.18592586e-02 0.00000000e+00 9.89137696e-33 0.00000000e+00
  9.44904857e-33 1.26365716e-32 0.00000000e+00 7.01711225e-33]]","[[ 3.86658446e-01  8.19154019e-01  3.91526423e-01 -5.92823772e-01
  -1.91904597e-02  9.32763485e-01 -6.34007475e-02 -1.44566315e-16
   7.21840591e-17 -1.78242780e-16 -1.02192120e-17 -9.15211579e-17
   9.95140534e-02  1.28031742e+00  1.71835278e-16  3.85840922e-17
  -1.66160226e-16 -1.98249966e-16  1.04031059e-16  6.58266371e-01
   2.10645527e-01  0.00000000e+00 -1.11373185e-16  0.00000000e+00
  -4.27700099e-17  9.29758372e-17  0.00000000e+00  4.32107966e-17]]",6
"[[4.61524607e-02 2.07607490e-01 4.73504326e-02 1.08830402e-01
  1.13303605e-04 2.69130094e-01 1.24142067e-03 5.00049758e-32
  5.05717777e-32 9.84529570e-32 5.01463351e-32 4.18744339e-32
  3.03342727e-03 5.07418842e-01 2.22401810e-32 5.40391074e-32
  2.04441123e-32 4.10983095e-32 4.26282501e-32 1.34026573e-01
  1.36979029e-02 0.00000000e+00 9.79246319e-33 0.00000000e+00
  9.35455808e-33 1.28372899e-32 0.00000000e+00 6.94694112e-33]]","[[ 4.29133843e-01  9.11934828e-01  4.34898559e-01 -6.60740197e-01
  -2.00129935e-02  1.03812414e+00 -7.04162593e-02 -1.08625340e-16
   1.65346273e-16 -5.34010538e-17 -1.38137253e-16 -1.42997403e-16
   1.08822466e-01  1.42626103e+00  1.66130443e-16  7.16487266e-17
  -1.82063728e-16 -2.75857734e-16  1.37289727e-16  7.32556000e-01
   2.33821645e-01  0.00000000e+00 -1.00235867e-16  0.00000000e+00
  -3.84930089e-17  6.55927893e-17  0.00000000e+00  3.88897169e-17]]",7
"[[5.22047495e-02 2.36034599e-01 5.36347146e-02 1.23972133e-01
  1.17522984e-04 3.05838644e-01 1.40578396e-03 4.95431343e-32
  5.65798000e-32 9.74933580e-32 5.02759624e-32 4.16314919e-32
  3.35113863e-03 5.77528093e-01 2.72903480e-32 5.39363181e-32
  2.26936917e-32 4.60756682e-32 4.23491789e-32 1.52283892e-01
  1.54970344e-02 0.00000000e+00 9.80625314e-33 0.00000000e+00
  9.58984329e-33 1.37238525e-32 0.00000000e+00 6.87747171e-33]]","[[ 4.66928658e-01  9.95392952e-01  4.73614459e-01 -7.22063335e-01
  -2.03252229e-02  1.13280568e+00 -7.66704030e-02 -1.03944089e-16
   6.81039003e-17 -5.30540062e-17 -1.49445045e-16 -1.41956710e-16
   1.16596201e-01  1.55783091e+00  2.22129855e-16  4.35649212e-17
  -2.13395426e-16 -1.74866635e-16  1.11427689e-16  7.99291775e-01
   2.54440736e-01  0.00000000e+00 -7.96427679e-17  0.00000000e+00
  -1.65100158e-17  2.71754583e-17  0.00000000e+00  3.50007452e-17]]",8
"[[5.81267291e-02 2.64161792e-01 5.98043377e-02 1.39011394e-01
  1.19894640e-04 3.42122785e-01 1.56684135e-03 5.11912063e-32
  5.81380354e-32 9.71503135e-32 6.87174412e-32 4.53182877e-32
  3.64384508e-03 6.47055749e-01 2.70364449e-32 5.34319344e-32
  2.55355651e-32 4.56688755e-32 4.47661036e-32 1.70322884e-01
  1.72565899e-02 0.00000000e+00 1.00101982e-32 0.00000000e+00
  9.57112930e-33 1.36070573e-32 0.00000000e+00 7.01976678e-33]]","[[ 5.00510490e-01  1.07046047e+00  5.08143002e-01 -7.77446115e-01
  -2.01760184e-02  1.21787462e+00 -8.22364739e-02 -4.72516964e-17
   1.52062731e-17 -7.28860089e-17  3.13752942e-18 -1.91816567e-16
   1.22998082e-01  1.67646163e+00  1.95557929e-16  3.32940821e-17
  -2.47452728e-16 -1.64725990e-16  1.53580477e-16  8.59226212e-01
   2.72751958e-01  0.00000000e+00 -5.43001269e-17  0.00000000e+00
  -2.36444819e-17  1.99364822e-17  0.00000000e+00  4.60289116e-17]]",9
"[[6.39200011e-02 2.91992352e-01 6.58613104e-02 1.53947499e-01
  1.20799869e-04 3.77986600e-01 1.72454364e-03 5.19030152e-32
  7.44247492e-32 9.87939461e-32 7.30791338e-32 4.85139216e-32
  3.91290121e-03 7.16006216e-01 2.68245306e-32 5.29819036e-32
  4.42926217e-32 4.53521839e-32 4.62155699e-32 1.88145055e-01
  1.89764936e-02 0.00000000e+00 9.91009618e-33 0.00000000e+00
  9.57871164e-33 1.35718551e-32 0.00000000e+00 6.97878837e-33]]","[[ 5.30300153e-01  1.13797724e+00  5.38906983e-01 -8.27475596e-01
  -1.96089941e-02  1.29429171e+00 -8.71798572e-02 -7.54480369e-18
   1.43562873e-16 -1.16735806e-16 -6.82316038e-17 -2.33040348e-16
   1.28176677e-01  1.78344435e+00  1.68356865e-16  3.91455562e-17
  -3.60592959e-16 -1.60085432e-16  1.81778455e-16  9.13036907e-01
   2.88979286e-01  0.00000000e+00 -4.88701142e-17  0.00000000e+00
  -3.14433811e-17  2.79861559e-17  0.00000000e+00  3.60205362e-17]]",10
