v,m,t
"[[3.31334354e-03 8.95797447e-02 5.38295779e-01 1.51901880e-01
  6.87395683e-01 1.05539777e+00 2.10779752e-04 3.73623559e-01
  1.04028650e+01 6.45557397e-03 7.95093779e-02 8.61416649e+00
  1.43203278e-01 5.72193627e+00 7.18625097e+00 1.66332363e-02
  5.33265607e-01 7.46943327e+00 8.31909855e-01 2.73223167e+00
  1.13879500e+01 1.27764057e-02 7.19869280e-02 2.65855626e-01
  3.21293823e-04 1.95561512e+00 4.85996673e+00 1.91795100e-31
  2.32849774e-04 3.26077973e-03 3.61247710e-32 2.27498034e+00
  9.60084179e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 5.75616499e-02 -2.99298755e-01 -7.33686431e-01  3.89745917e-01
   8.29093290e-01 -1.02732554e+00 -1.45182558e-02 -6.11247543e-01
  -3.22534727e+00 -8.03465866e-02  2.81974073e-01 -2.93499003e+00
  -3.78422090e-01 -2.39205691e+00 -2.68071837e+00  1.28969905e-01
  -7.30250373e-01 -2.73302639e+00  9.12090925e-01 -1.65294636e+00
   3.37460368e+00 -1.13032764e-01  2.68303798e-01  5.15611895e-01
  -1.79246708e-02  1.39843309e+00  2.20453322e+00  4.37944175e-16
   1.52594159e-02 -5.71032375e-02  1.90065176e-16 -1.50830380e+00
  -3.09852252e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",1
"[[6.64792367e-03 1.76629882e-01 1.07376292e+00 3.01198721e-01
  1.37248710e+00 2.11534765e+00 5.73603333e-04 7.31351326e-01
  2.06169516e+01 1.34445376e-02 1.58083477e-01 1.71292697e+01
  2.80638509e-01 1.13189675e+01 1.43198136e+01 3.22409926e-02
  1.06882813e+00 1.48855807e+01 1.64312229e+00 5.41458083e+00
  2.25759489e+01 2.56719934e-02 1.43637203e-01 5.24807608e-01
  5.75103485e-04 3.89888269e+00 9.63148552e+00 2.33544686e-31
  5.01296691e-04 6.75295319e-03 4.72861570e-32 4.48186018e+00
  1.90918305e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 1.09837490e-01 -5.65925678e-01 -1.39574290e+00  7.39121503e-01
   1.57802852e+00 -1.95924455e+00 -3.21696074e-02 -1.15134155e+00
  -6.11499486e+00 -1.56297161e-01  5.35502051e-01 -5.57427892e+00
  -7.13228863e-01 -4.53071804e+00 -5.09693882e+00  2.41667853e-01
  -1.39268110e+00 -5.19666397e+00  1.72616164e+00 -3.13375970e+00
   6.39896995e+00 -2.15849388e-01  5.10490415e-01  9.75529481e-01
  -3.21641281e-02  2.65959790e+00  4.17955672e+00  1.85181967e-16
   3.01887293e-02 -1.10762782e-01  6.37151267e-17 -2.85066786e+00
  -5.88495789e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",2
"[[1.00014490e-02 2.61180802e-01 1.60634881e+00 4.47854397e-01
  2.05521987e+00 3.17978794e+00 1.12547459e-03 1.07348047e+00
  3.06433100e+01 2.09864144e-02 2.35726828e-01 2.55456066e+01
  4.12426274e-01 1.67925638e+01 2.14006680e+01 4.68582279e-02
  1.60666377e+00 2.22486644e+01 2.43390105e+00 8.04752010e+00
  3.35655337e+01 3.86893750e-02 2.14946620e-01 7.76916526e-01
  7.69623589e-04 5.82979685e+00 1.43150529e+01 5.16494236e-31
  8.08310157e-04 1.04830593e-02 1.32546489e-31 6.62160812e+00
  2.84727830e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 1.57334546e-01 -8.03131032e-01 -1.99327344e+00  1.05207840e+00
   2.25476605e+00 -2.80523841e+00 -5.25663565e-02 -1.62734415e+00
  -8.70232764e+00 -2.28282068e-01  7.63419758e-01 -7.94731680e+00
  -1.00877673e+00 -6.44128452e+00 -7.27500471e+00  3.39728909e-01
  -1.99403700e+00 -7.41778934e+00  2.45199413e+00 -4.45961681e+00
   9.10800477e+00 -3.09477737e-01  7.29155646e-01  1.38528018e+00
  -4.30994339e-02  3.79717043e+00  5.94789523e+00 -3.67457000e-16
   4.48341263e-02 -1.61311464e-01 -2.35458698e-16 -4.04362900e+00
  -8.39030613e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",3
"[[1.33715692e-02 3.43262722e-01 2.13600006e+00 5.91837082e-01
  2.73553289e+00 4.24865526e+00 1.90106032e-03 1.40031080e+00
  4.04829957e+01 2.90999488e-02 3.12443691e-01 3.38635124e+01
  5.38689638e-01 2.21441905e+01 2.84287899e+01 6.05196461e-02
  2.14674684e+00 2.95589402e+01 3.20450765e+00 1.06315196e+01
  4.43582453e+01 5.18306763e-02 2.85910456e-01 1.02224996e+00
  9.12924288e-04 7.74835438e+00 1.89111918e+01 5.11814837e-31
  1.15692598e-03 1.44571174e-02 1.61885155e-31 8.69522488e+00
  3.77435369e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 2.00508940e-01 -1.01383980e+00 -2.53267117e+00  1.33217723e+00
   2.86646637e+00 -3.57384049e+00 -7.53603978e-02 -2.04561329e+00
  -1.10173922e+01 -2.96686523e-01  9.68279012e-01 -1.00806155e+01
  -1.26899133e+00 -8.14652882e+00 -9.23862457e+00  4.24625697e-01
  -2.54038775e+00 -9.42059826e+00  3.09839194e+00 -5.64597701e+00
   1.15331250e+01 -3.94840732e-01  9.26634797e-01  1.74984520e+00
  -5.10775715e-02  4.82346032e+00  7.53009662e+00 -3.52746340e-16
   5.92371884e-02 -2.09046495e-01 -3.87024594e-16 -5.10208285e+00
  -1.06424697e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",4
"[[1.67558570e-02 4.22905671e-01 2.66266255e+00 7.33119593e-01
  3.41335666e+00 5.32188507e+00 2.93278702e-03 1.71214446e+00
  5.01370680e+01 3.78030096e-02 3.88238002e-01 4.20833645e+01
  6.59554117e-01 2.73753070e+01 3.54041488e+01 7.32596834e-02
  2.68905004e+00 3.68167029e+01 3.95520086e+00 1.31670455e+01
  5.49556233e+01 6.50974836e-02 3.56523342e-01 1.26088213e+00
  1.01291257e-03 9.65455601e+00 2.34204536e+01 5.41849771e-31
  1.55024634e-03 1.86805573e-02 1.75912370e-31 1.07037473e+01
  4.69039457e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 2.39770806e-01 -1.20068416e+00 -3.01968946e+00  1.58262718e+00
   3.41956917e+00 -4.27273120e+00 -1.00239436e-01 -2.41187310e+00
  -1.30872302e+01 -3.61854890e-01  1.15237592e+00 -1.19980432e+01
  -1.49741089e+00 -9.66694734e+00 -1.10091353e+01  4.97684700e-01
  -3.03719561e+00 -1.12268747e+01  3.67327773e+00 -6.70675343e+00
   1.37026066e+01 -4.72766684e-01  1.10502849e+00  2.07371403e+00
  -5.64157476e-02  5.74954788e+00  8.94466019e+00 -1.29980154e-16
   7.34353386e-02 -2.54232776e-01 -2.23237896e-16 -6.03945000e+00
  -1.26665628e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",5
"[[2.01517715e-02 5.00139440e-01 3.18628183e+00 8.71679720e-01
  4.08861157e+00 6.39941241e+00 4.25096937e-03 2.00928580e+00
  5.96065891e+01 4.71124592e-02 4.63113590e-01 5.02055845e+01
  7.75147281e-01 3.24873635e+01 4.23267042e+01 8.51125173e-02
  3.23354488e+00 4.40222881e+01 4.68623647e+00 1.56545582e+01
  6.53592006e+01 7.84908085e-02 4.26779140e-01 1.49289249e+00
  1.07728582e-03 1.15484083e+01 2.78434194e+01 6.22559645e-31
  1.99143901e-03 2.31581419e-02 2.46883437e-31 1.26482533e+01
  5.59538717e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 2.75488558e-01 -1.36603268e+00 -3.45950613e+00  1.80632169e+00
   3.91986428e+00 -4.90882358e+00 -1.26923942e-01 -2.73127725e+00
  -1.49361791e+01 -4.24094396e-01  1.31777683e+00 -1.37210891e+01
  -1.69722481e+00 -1.10209873e+01 -1.26057386e+01  5.60101036e-01
  -3.48937640e+00 -1.28562323e+01  4.18378115e+00 -7.65446715e+00
   1.56418978e+01 -5.43998664e-01  1.26622590e+00  2.36093255e+00
  -5.94056490e-02  6.58540769e+00  1.02082420e+01  1.76494218e-16
   8.74622314e-02 -2.97105839e-01  6.87712496e-17 -6.86782602e+00
  -1.44851886e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",6
"[[2.35566143e-02 5.74993510e-01 3.70680340e+00 1.00750058e+00
  4.76120576e+00 7.48117268e+00 5.88397279e-03 2.29204124e+00
  6.88926234e+01 5.70440014e-02 5.37074449e-01 5.82306411e+01
  8.85598349e-01 3.74817967e+01 4.91964025e+01 9.61120728e-02
  3.78020218e+00 5.11760755e+01 5.39786706e+00 1.80945112e+01
  7.55704967e+01 9.20110523e-02 4.96670803e-01 1.71836423e+00
  1.11346863e-03 1.34299260e+01 3.21807009e+01 6.79699834e-31
  2.48373633e-03 2.78938791e-02 2.48187623e-31 1.45298677e+01
  6.48931773e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 3.07992683e-01 -1.51201650e+00 -3.85678119e+00  2.00587061e+00
   4.37255548e+00 -5.48834039e+00 -1.55164579e-01 -3.00846606e+00
  -1.65861420e+01 -4.83678421e-01  1.46634178e+00 -1.52691022e+01
  -1.87130829e+00 -1.22252508e+01 -1.40457138e+01  6.12951764e-01
  -3.90135449e+00 -1.43263323e+01  4.63631805e+00 -8.50038589e+00
   1.73739010e+01 -6.09202945e-01  1.41192565e+00  2.61514599e+00
  -6.03175044e-02  7.34002005e+00  1.13358395e+01  4.10570411e-16
   1.01348103e-01 -3.37874462e-01  1.23319040e-16 -7.59811678e+00
  -1.61186892e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",7
"[[2.69674834e-02 6.47496985e-01 4.22417320e+00 1.14057099e+00
  5.43103276e+00 8.56710240e+00 7.85841061e-03 2.56071903e+00
  7.79962364e+01 6.76120148e-02 6.10125011e-01 6.61590532e+01
  9.91037862e-01 4.23600266e+01 5.60131722e+01 1.06292021e-01
  4.32899262e+00 5.82784917e+01 6.09034173e+00 2.04873491e+01
  8.55910110e+01 1.05657964e-01 5.66190227e-01 1.93738275e+00
  1.12852939e-03 1.52991346e+01 3.64329420e+01 6.99109495e-31
  3.03043379e-03 3.28909219e-02 2.51168814e-31 1.63497678e+01
  7.37217159e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 3.37579136e-01 -1.64055296e+00 -4.21570890e+00  2.18362917e+00
   4.78231768e+00 -6.01688347e+00 -1.84740000e-01 -3.24761780e+00
  -1.80568311e+01 -5.40849451e-01  1.59974565e+00 -1.66595056e+01
  -2.02225363e+00 -1.32946786e+01 -1.53446094e+01  6.57207849e-01
  -4.27711229e+00 -1.56530789e+01  5.03666156e+00 -9.25464871e+00
   1.89192261e+01 -6.68976571e-01  1.54365456e+00  2.83963773e+00
  -5.94039031e-02  8.02147129e+00  1.23409579e+01  2.07628659e-16
   1.15120087e-01 -3.76722969e-01  3.70745695e-17 -8.24016058e+00
  -1.75853704e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",8
"[[3.03812277e-02 7.17678525e-01 4.73833803e+00 1.27088581e+00
  6.09796902e+00 9.65714007e+00 1.01993743e-02 2.81562904e+00
  8.69184931e+01 7.88293736e-02 6.82270379e-01 7.39913934e+01
  1.09159744e+00 4.71234526e+01 6.27769199e+01 1.15685768e-01
  4.87988731e+00 6.53300155e+01 6.76390579e+00 2.28335053e+01
  9.54222161e+01 1.19430595e-01 6.35328083e-01 2.15003439e+00
  1.12907633e-03 1.71560730e+01 4.06008207e+01 6.95289822e-31
  3.63488839e-03 3.81514607e-02 2.48821055e-31 1.81091892e+01
  8.24393234e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 3.64512401e-01 -1.75336678e+00 -4.54006465e+00  2.34172412e+00
   5.15334829e+00 -6.49949614e+00 -2.15454900e-01 -3.45249476e+00
  -1.93659865e+01 -5.95821733e-01  1.71949705e+00 -1.79079899e+01
  -2.15239848e+00 -1.42427151e+01 -1.65164151e+01  6.93744911e-01
  -4.62023477e+00 -1.68507962e+01  5.39000618e+00 -9.92637816e+00
   2.02964188e+01 -7.23854157e-01  1.66278455e+00  3.03736418e+00
  -5.69033147e-02  8.63704408e+00  1.32357605e+01  1.30550417e-16
   1.28802501e-01 -4.13813283e-01  4.61705871e-17 -8.80283808e+00
  -1.89017032e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",9
"[[3.37944049e-02 7.85566292e-01 5.24924592e+00 1.39844625e+00
  6.76187137e+00 1.07512269e+01 1.29306906e-02 3.05708239e+00
  9.56604565e+01 9.07072626e-02 7.53516541e-01 8.17282922e+01
  1.18740962e+00 5.17734505e+01 6.94875265e+01 1.24326439e-01
  5.43285830e+00 7.23311818e+01 7.41880029e+00 2.51334003e+01
  1.05065551e+02 1.33327244e-01 7.04073672e-01 2.35640531e+00
  1.12113530e-03 1.90007960e+01 4.46850504e+01 7.51011289e-31
  4.30051682e-03 4.36766121e-02 2.74276560e-31 1.98094300e+01
  9.10458097e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 3.89028278e-01 -1.85200921e+00 -4.83324710e+00  2.48207714e+00
   5.48941351e+00 -6.94071940e+00 -2.47138255e-01 -3.62648477e+00
  -2.05295731e+01 -6.48783697e-01  1.82695541e+00 -1.90286875e+01
  -2.26385139e+00 -1.50814576e+01 -1.75737173e+01  7.23352887e-01
  -4.93394956e+00 -1.79323873e+01  5.70102531e+00 -1.05237812e+01
   2.15221659e+01 -7.74313993e-01  1.77054782e+00  3.21098640e+00
  -5.30432089e-02  9.19329873e+00  1.40312026e+01  3.67843863e-16
   1.42417106e-01 -4.49286792e-01  2.08717267e-16 -9.29417111e+00
  -2.00825066e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",10
