v,m,t
"[[3.72032501e-02 8.51187925e-01 5.75684659e+00 1.52326009e+00
  7.42257496e+00 1.18493074e+01 1.60751917e-02 3.28539124e+00
  1.04223186e+02 1.03254999e-01 8.23870534e-01 8.93704399e+01
  1.27860768e+00 5.63113696e+01 7.61448436e+01 1.32246854e-01
  5.98787912e+00 7.92825863e+01 8.05526180e+00 2.73874399e+01
  1.14522416e+02 1.47345421e-01 7.72414795e-01 2.55658060e+00
  1.11001619e-03 2.08333763e+01 4.86863815e+01 8.43660717e-31
  5.03079320e-03 4.94663140e-02 2.81037745e-31 2.14518536e+01
  9.95409529e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 4.11336473e-01 -1.93787525e+00 -5.09831609e+00  2.60642587e+00
   5.79389017e+00 -7.34464235e+00 -2.79641631e-01 -3.77263848e+00
  -2.15619576e+01 -6.99900192e-01  1.92334616e+00 -2.00343288e+01
  -2.35851477e+00 -1.58217899e+01 -1.85278382e+01  7.46744706e-01
  -5.22116296e+00 -1.89094764e+01  5.97392308e+00 -1.10542403e+01
   2.26114799e+01 -8.20783559e-01  1.86805061e+00  3.36289869e+00
  -4.80426047e-02  9.69614616e+00  1.47371536e+01  6.47539399e-16
   1.55983335e-01 -4.83266085e-01  9.03573356e-17 -9.72141089e+00
  -2.11411112e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",11
"[[4.06036619e-02 9.14570553e-01 6.26109163e+00 1.64534166e+00
  8.07989200e+00 1.29513298e+01 1.96549780e-02 3.50086851e+00
  1.12607738e+02 1.16479872e-01 8.93340550e-01 9.69185877e+01
  1.36532550e+00 6.07385322e+01 8.27486919e+01 1.39479497e-01
  6.54492505e+00 8.61848864e+01 8.67352218e+00 2.95960142e+01
  1.23794170e+02 1.61481802e-01 8.40337701e-01 2.75064366e+00
  1.10018057e-03 2.26539061e+01 5.26056012e+01 8.39769704e-31
  5.82924663e-03 5.55192419e-02 3.52885213e-31 2.30378873e+01
  1.07924496e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 4.31623053e-01 -2.01221924e+00 -5.33802668e+00  2.71634256e+00
   6.06980390e+00 -7.71494751e+00 -3.12837407e-01 -3.89370302e+00
  -2.24760686e+01 -7.49314626e-01  2.00977439e+00 -2.09363825e+01
  -2.43810567e+00 -1.64735036e+01 -1.93889624e+01  7.64564081e-01
  -5.48449222e+00 -1.97925377e+01  6.21248113e+00 -1.15243951e+01
   2.35778663e+01 -8.63644529e-01  1.95628564e+00  3.49525460e+00
  -4.21138248e-02  1.01509133e+01  1.53625055e+01  6.50206482e-16
   1.69518511e-01 -5.15856662e-01  3.54557480e-16 -1.00911164e+01
  -2.20895077e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",12
"[[4.39912138e-02 9.75740862e-01 6.76193464e+00 1.76471159e+00
  8.73361190e+00 1.40572457e+01 2.36916411e-02 3.70382779e+00
  1.20815165e+02 1.30387030e-01 9.61935972e-01 1.04373544e+02
  1.44769733e+00 6.50562333e+01 8.92988609e+01 1.46056482e-01
  7.10397323e+00 9.30387999e+01 9.27380872e+00 3.17594985e+01
  1.32882131e+02 1.75732222e-01 9.07827122e-01 2.93867599e+00
  1.09512857e-03 2.44624965e+01 5.64435314e+01 9.21242753e-31
  6.69945821e-03 6.18327633e-02 3.65231695e-31 2.45690161e+01
  1.16196150e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 4.50052861e-01 -2.07616898e+00 -5.55485969e+00  2.81325050e+00
   6.31986424e+00 -8.05495142e+00 -3.46616811e-01 -3.99215232e+00
  -2.32835403e+01 -7.97151061e-01  2.08723694e+00 -2.17451815e+01
  -2.50417426e+00 -1.70454068e+01 -2.01662502e+01  7.77392502e-01
  -5.72629450e+00 -2.05910101e+01  6.42010077e+00 -1.19402172e+01
   2.44334739e+01 -9.03237363e-01  2.03614355e+00  3.60999066e+00
  -3.54632194e-02  1.05624016e+01  1.59152706e+01  2.85401335e-16
   1.83038024e-01 -5.47148700e-01  1.93104372e-16 -1.04092228e+01
  -2.29384808e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",13
"[[4.73611981e-02 1.03472523e+00 7.25933104e+00 1.88139621e+00
  9.38350313e+00 1.51670102e+01 2.82064148e-02 3.89458334e+00
  1.28846523e+02 1.44979421e-01 1.02966732e+00 1.11736167e+02
  1.52585753e+00 6.92657437e+01 9.57951115e+01 1.52009514e-01
  7.66500235e+00 9.98450980e+01 9.85634461e+00 3.38782549e+01
  1.41787583e+02 1.90091688e-01 9.74866436e-01 3.12075730e+00
  1.09732657e-03 2.62592765e+01 6.02010248e+01 9.40633279e-31
  7.64505761e-03 6.84029464e-02 4.54410222e-31 2.60467716e+01
  1.24355598e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 4.66771934e-01 -2.13073862e+00 -5.75104901e+00  2.89843838e+00
   6.54649726e+00 -8.36764093e+00 -3.80887635e-01 -4.07021461e+00
  -2.39948423e+01 -8.43516330e-01  2.15663320e+00 -2.24700354e+01
  -2.55812038e+00 -1.75454234e+01 -2.08679407e+01  7.85755495e-01
  -5.94869263e+00 -2.13133990e+01  6.59984125e+00 -1.23070771e+01
   2.51892315e+01 -9.39865538e-01  2.10842336e+00  3.70884817e+00
  -2.82907040e-02  1.09349389e+01  1.64026684e+01  4.25985279e-16
   1.96555504e-01 -5.77218916e-01  4.78475480e-16 -1.06811012e+01
  -2.36977311e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",14
"[[5.07087032e-02 1.09154993e+00 7.75323773e+00 1.99542662e+00
  1.00293171e+01 1.62805801e+01 3.32202264e-02 4.07345026e+00
  1.36702870e+02 1.60257813e-01 1.09654613e+00 1.19007352e+02
  1.59994013e+00 7.33683139e+01 1.02237181e+02 1.57369837e-01
  8.22799210e+00 1.06604593e+02 1.04213498e+01 3.59526364e+01
  1.50511783e+02 2.04554425e-01 1.04143797e+00 3.29696612e+00
  1.10819484e-03 2.80443891e+01 6.38789585e+01 9.74953156e-31
  8.66971898e-03 7.52246333e-02 4.49875231e-31 2.74727144e+01
  1.32402510e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 4.81909925e-01 -2.17684027e+00 -5.92860605e+00  2.97307277e+00
   6.75187602e+00 -8.65570571e+00 -4.15571639e-01 -4.12989729e+00
  -2.46193972e+01 -8.88502187e-01  2.21877463e+00 -2.31193308e+01
  -2.60120829e+00 -1.79806819e+01 -2.15014445e+01  7.90128232e-01
  -6.15359819e+00 -2.19673680e+01  6.75445433e+00 -1.26298056e+01
   2.58549710e+01 -9.73799485e-01  2.17384212e+00  3.79339326e+00
  -2.07881404e-02  1.12724256e+01  1.68312041e+01  5.92494880e-16
   2.10082960e-01 -6.06132561e-01  4.33646313e-16 -1.09116098e+01
  -2.43759850e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",15
"[[5.40287178e-02 1.14624135e+00 8.24361247e+00 2.10683755e+00
  1.06707935e+01 1.73979131e+01 3.87536338e-02 4.24074473e+00
  1.44385281e+02 1.76220890e-01 1.16258468e+00 1.26188019e+02
  1.67007840e+00 7.73651810e+01 1.08624791e+02 1.62168190e-01
  8.79292219e+00 1.13318122e+02 1.09690420e+01 3.79829922e+01
  1.59055979e+02 2.19113960e-01 1.10752337e+00 3.46738065e+00
  1.12816559e-03 2.98179867e+01 6.74782250e+01 9.67634746e-31
  9.77715631e-03 8.22915745e-02 5.30930524e-31 2.88484134e+01
  1.40336564e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 4.95582505e-01 -2.21529472e+00 -6.08934158e+00  3.03820885e+00
   6.93794888e+00 -8.92156733e+00 -4.50601743e-01 -4.17300949e+00
  -2.51656861e+01 -9.32187454e-01  2.27439314e+00 -2.37006209e+01
  -2.63457966e+00 -1.83575965e+01 -2.20734282e+01  7.90940536e-01
  -6.34273201e+00 -2.25598202e+01  6.88641567e+00 -1.29127494e+01
   2.64395393e+01 -1.00528023e+00  2.23304385e+00  3.86503530e+00
  -1.31368319e-02  1.15783758e+01  1.72067377e+01  5.82551803e-16
   2.23630916e-01 -6.33945475e-01  9.77854492e-17 -1.11051379e+01
  -2.49810956e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",16
"[[5.73162509e-02 1.19882628e+00 8.73041319e+00 2.21566605e+00
  1.13076669e+01 1.85189658e+01 4.48266598e-02 4.39678431e+00
  1.51894847e+02 1.92865404e-01 1.22779580e+00 1.33279091e+02
  1.73640431e+00 8.12575752e+01 1.14957654e+02 1.66434750e-01
  9.35977132e+00 1.19986529e+02 1.14996382e+01 3.99696736e+01
  1.67421427e+02 2.33763214e-01 1.17310412e+00 3.63207977e+00
  1.15680772e-03 3.15802246e+01 7.09997238e+01 9.63993230e-31
  1.09711182e-02 8.95966114e-02 5.51067212e-31 3.01754233e+01
  1.48157458e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 5.07893636e-01 -2.24684102e+00 -6.23488528e+00  3.09480006e+00
   7.10646564e+00 -9.16740527e+00 -4.85919192e-01 -4.20118248e+00
  -2.56413439e+01 -9.74640087e-01  2.32414864e+00 -2.42207063e+01
  -2.65926522e+00 -1.86819401e+01 -2.25898899e+01  7.88581363e-01
  -6.51764256e+00 -2.30969704e+01  6.99795327e+00 -1.31598214e+01
   2.69508994e+01 -1.03452275e+00  2.28660763e+00  3.92504372e+00
  -5.50462117e-03  1.18559538e+01  1.75345465e+01  6.01980798e-16
   2.37208518e-01 -6.60706086e-01 -7.15110971e-17 -1.12656450e+01
  -2.55201326e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",17
"[[6.05664511e-02 1.24933213e+00 9.21359719e+00 2.32195029e+00
  1.19396735e+01 1.96436924e+01 5.14585505e-02 4.54188820e+00
  1.59232690e+02 2.10186369e-01 1.29219250e+00 1.40281480e+02
  1.79904801e+00 8.50467275e+01 1.21235484e+02 1.70199083e-01
  9.92851596e+00 1.26610642e+02 1.20133561e+01 4.19130400e+01
  1.75609401e+02 2.48494618e-01 1.23816192e+00 3.79114406e+00
  1.19300165e-03 3.33312558e+01 7.44443516e+01 1.09909540e-30
  1.22553821e-02 9.71318808e-02 5.62088069e-31 3.14552634e+01
  1.55864936e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 5.18937619e-01 -2.27214515e+00 -6.36670340e+00  3.14370659e+00
   7.25900108e+00 -9.39518048e+00 -5.21470944e-01 -4.21588803e+00
  -2.60532458e+01 -1.01591908e+00  2.36863567e+00 -2.46857067e+01
  -2.67619510e+00 -1.89589099e+01 -2.30562279e+01  7.83402808e-01
  -6.67972249e+00 -2.35844109e+01  7.09107295e+00 -1.33745460e+01
   2.73962217e+01 -1.06171900e+00  2.33505487e+00  3.97456320e+00
   1.95684692e-03  1.21080070e+01  1.78193816e+01  1.61332852e-16
   2.50823641e-01 -6.86457238e-01 -1.92934982e-16 -1.13966950e+01
  -2.59994644e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",18
"[[6.37747117e-02 1.29778715e+00 9.69312054e+00 2.42572850e+00
  1.25665565e+01 2.07720430e+01 5.86674974e-02 4.67637740e+00
  1.66399966e+02 2.28177262e-01 1.35578780e+00 1.47196070e+02
  1.85813742e+00 8.87338752e+01 1.27458007e+02 1.73490093e-01
  1.04991294e+01 1.33191260e+02 1.25104146e+01 4.38134638e+01
  1.83621216e+02 2.63300217e-01 1.30267918e+00 3.94465669e+00
  1.23513915e-03 3.50712251e+01 7.78129950e+01 1.13842832e-30
  1.36337483e-02 1.04889018e-01 6.05717432e-31 3.26894008e+01
  1.63458803e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 5.28800841e-01 -2.29180780e+00 -6.48611461e+00  3.18570331e+00
   7.39697585e+00 -9.60665656e+00 -5.57207479e-01 -4.21845495e+00
  -2.64075837e+01 -1.05607609e+00  2.40838956e+00 -2.51011272e+01
  -2.68620824e+00 -1.91931868e+01 -2.34773022e+01  7.75723694e-01
  -6.83022358e+00 -2.40271704e+01  7.16758140e+00 -1.35600997e+01
   2.77819648e+01 -1.08704062e+00  2.37885586e+00  4.01462725e+00
   9.11422389e-03  1.23370958e+01  1.80655181e+01 -7.91302785e-17
   2.64482987e-01 -7.11237722e-01 -3.95565443e-16 -1.15014893e+01
  -2.64248306e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",19
"[[6.69367524e-02 1.34422052e+00 1.01689376e+01 2.52703815e+00
  1.31880719e+01 2.19039626e+01 6.64703571e-02 4.80057468e+00
  1.73397868e+02 2.46830205e-01 1.41859442e+00 1.54023710e+02
  1.91379778e+00 9.23202668e+01 1.33624959e+02 1.76335975e-01
  1.10715809e+01 1.39729138e+02 1.29910355e+01 4.56713350e+01
  1.91458230e+02 2.78171757e-01 1.36663925e+00 4.09270400e+00
  1.28132329e-03 3.68002647e+01 8.11065247e+01 1.19102023e-30
  1.51100337e-02 1.12859340e-01 8.20840024e-31 3.38792382e+01
  1.70938937e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00]]","[[ 5.37563176e-01 -2.30637125e+00 -6.59430446e+00  3.22148723e+00
   7.52167458e+00 -9.80341908e+00 -5.93081134e-01 -4.21008383e+00
  -2.67099362e+01 -1.09515682e+00  2.44389189e+00 -2.54719172e+01
  -2.69006078e+00 -1.93889876e+01 -2.38574891e+01  7.65832808e-01
  -6.97027034e+00 -2.44297680e+01  7.22910668e+00 -1.37193474e+01
   2.81139495e+01 -1.11064128e+00  2.41843534e+00  4.04617015e+00
   1.58536537e-02  1.25455207e+01  1.82768017e+01 -3.24152398e-16
   2.78192164e-01 -7.35083480e-01 -8.26306428e-16 -1.15828968e+01
  -2.68014073e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",20
